Time;HPDIC059
13/11/2018  10:28:58;NaN
13/11/2018  10:35:10;NaN
13/11/2018  10:36:12;1.641
13/11/2018  12:36:04;0.908
13/11/2018  14:35:56;0.871
13/11/2018  16:35:48;0.895
13/11/2018  18:35:40;0.887
13/11/2018  20:35:32;0.894
13/11/2018  22:35:24;0.846
14/11/2018  00:35:16;0.895
14/11/2018  02:35:08;0.901
14/11/2018  04:35:00;0.883
14/11/2018  06:34:52;0.914
14/11/2018  08:34:44;0.905
14/11/2018  10:34:36;0.896
14/11/2018  12:34:28;0.894
14/11/2018  14:34:20;0.900
14/11/2018  16:34:12;0.891
14/11/2018  18:34:04;0.902
14/11/2018  20:33:56;0.895
14/11/2018  22:33:48;0.897
15/11/2018  00:33:40;0.894
15/11/2018  02:33:32;0.880
15/11/2018  04:33:24;0.895
15/11/2018  06:33:16;0.906
15/11/2018  08:33:08;0.896
15/11/2018  10:33:00;0.918
15/11/2018  12:32:52;0.925
15/11/2018  14:32:44;0.900
15/11/2018  16:32:36;0.891
15/11/2018  18:32:28;0.903
15/11/2018  20:32:20;0.899
15/11/2018  22:32:12;0.897
16/11/2018  00:32:04;0.901
16/11/2018  02:31:56;0.897
16/11/2018  04:31:48;0.904
16/11/2018  06:31:40;0.896
16/11/2018  08:31:32;0.890
16/11/2018  10:31:24;0.906
16/11/2018  12:31:16;0.903
16/11/2018  14:31:08;0.913
16/11/2018  16:31:00;0.882
16/11/2018  17:35:04;0.900
16/11/2018  17:35:04;0.900
16/11/2018  17:39:30;0.896
16/11/2018  19:39:04;0.897
16/11/2018  21:38:56;0.906
16/11/2018  23:38:48;0.891
17/11/2018  01:38:40;0.899
17/11/2018  03:38:32;0.902
17/11/2018  05:38:24;0.902
17/11/2018  07:38:16;0.891
17/11/2018  09:38:08;0.908
17/11/2018  11:38:00;0.901
17/11/2018  13:37:52;0.905
17/11/2018  15:37:44;0.901
17/11/2018  17:37:36;0.898
17/11/2018  19:37:28;0.909
17/11/2018  21:37:20;0.878
17/11/2018  23:37:12;0.899
18/11/2018  01:37:04;0.893
18/11/2018  03:36:56;0.897
18/11/2018  05:36:48;0.895
18/11/2018  07:36:40;0.894
18/11/2018  09:36:32;0.898
18/11/2018  11:36:24;0.902
18/11/2018  13:36:16;0.900
18/11/2018  15:36:08;0.856
18/11/2018  17:36:00;0.900
18/11/2018  19:35:52;0.939
18/11/2018  21:35:44;0.922
18/11/2018  23:35:36;0.914
19/11/2018  01:35:28;0.905
19/11/2018  03:35:20;0.896
19/11/2018  05:35:12;0.899
19/11/2018  07:35:04;0.905
19/11/2018  09:34:56;0.946
19/11/2018  11:34:48;0.897
19/11/2018  13:34:40;0.968
19/11/2018  15:34:32;0.888
19/11/2018  17:34:24;0.943
19/11/2018  19:34:16;0.948
19/11/2018  21:34:08;0.939
19/11/2018  23:34:00;0.916
20/11/2018  01:33:52;0.874
20/11/2018  03:33:44;0.865
20/11/2018  05:33:36;0.856
20/11/2018  07:33:28;0.853
20/11/2018  09:33:20;0.938
20/11/2018  11:33:12;0.918
20/11/2018  13:33:04;0.882
20/11/2018  15:32:56;0.873
20/11/2018  17:32:48;0.901
20/11/2018  19:32:40;0.971
20/11/2018  21:32:32;0.941
20/11/2018  23:32:24;0.947
21/11/2018  01:32:16;0.946
21/11/2018  03:32:08;0.885
21/11/2018  05:32:00;0.916
21/11/2018  07:31:52;0.882
21/11/2018  09:31:44;0.900
21/11/2018  11:31:36;0.886
21/11/2018  13:31:28;0.864
21/11/2018  15:31:20;0.871
21/11/2018  17:31:12;0.898
21/11/2018  19:31:04;0.900
21/11/2018  21:30:56;0.896
21/11/2018  23:30:48;0.868
22/11/2018  01:30:40;0.910
22/11/2018  03:30:32;0.918
22/11/2018  05:30:24;0.898
22/11/2018  07:30:16;0.903
22/11/2018  09:30:08;0.901
22/11/2018  11:30:00;0.931
22/11/2018  13:29:52;0.916
22/11/2018  15:29:44;0.900
22/11/2018  17:29:36;0.868
22/11/2018  19:29:28;0.901
22/11/2018  21:29:20;0.900
22/11/2018  23:29:12;0.927
23/11/2018  01:29:04;0.896
23/11/2018  03:28:56;0.901
23/11/2018  05:28:48;0.891
23/11/2018  07:28:40;0.908
23/11/2018  09:28:32;0.905
23/11/2018  11:28:24;0.909
23/11/2018  13:28:16;0.898
23/11/2018  15:28:08;0.893
23/11/2018  17:28:00;0.900
23/11/2018  19:27:52;0.880
23/11/2018  21:27:44;0.900
23/11/2018  23:27:36;0.904
24/11/2018  01:27:28;0.888
24/11/2018  03:27:20;0.905
24/11/2018  05:27:12;0.900
24/11/2018  07:27:04;0.901
24/11/2018  09:26:56;0.901
24/11/2018  11:26:48;0.910
24/11/2018  13:26:40;0.886
24/11/2018  15:26:32;0.904
24/11/2018  17:26:24;0.911
24/11/2018  19:26:16;0.893
24/11/2018  21:26:08;0.895
24/11/2018  23:26:00;0.890
25/11/2018  01:25:52;0.917
25/11/2018  03:25:44;0.898
25/11/2018  05:25:36;0.885
25/11/2018  07:25:28;0.896
25/11/2018  09:25:20;0.897
25/11/2018  11:25:12;0.901
25/11/2018  13:25:04;0.908
25/11/2018  15:24:56;0.923
25/11/2018  17:24:48;0.909
25/11/2018  19:24:40;0.898
25/11/2018  21:24:32;0.899
25/11/2018  23:24:24;0.900
26/11/2018  01:24:16;0.904
26/11/2018  03:24:08;0.896
26/11/2018  05:24:00;0.887
26/11/2018  07:23:52;0.893
26/11/2018  09:23:44;0.894
26/11/2018  11:23:36;0.908
26/11/2018  13:23:28;0.898
26/11/2018  15:23:20;0.908
26/11/2018  17:23:12;0.897
26/11/2018  19:23:04;0.892
26/11/2018  21:22:56;0.900
26/11/2018  23:22:48;0.906
27/11/2018  01:22:40;0.903
27/11/2018  03:22:32;0.908
27/11/2018  05:22:24;0.900
27/11/2018  07:22:16;0.899
27/11/2018  09:22:08;0.894
27/11/2018  11:22:00;0.919
27/11/2018  13:21:52;0.892
27/11/2018  15:21:44;0.895
27/11/2018  17:21:36;0.902
27/11/2018  19:21:28;0.905
27/11/2018  21:21:20;0.893
27/11/2018  23:21:12;0.908
28/11/2018  01:21:04;0.907
28/11/2018  03:20:56;0.898
28/11/2018  05:20:48;0.892
28/11/2018  07:20:40;0.903
28/11/2018  09:20:32;0.917
28/11/2018  11:20:24;0.908
28/11/2018  13:20:16;0.903
28/11/2018  15:20:08;0.898
28/11/2018  17:20:00;0.890
28/11/2018  19:19:52;0.893
28/11/2018  21:19:44;0.905
28/11/2018  23:19:36;0.895
29/11/2018  01:19:28;0.900
29/11/2018  03:19:20;0.895
29/11/2018  05:19:12;0.909
29/11/2018  07:19:04;0.917
29/11/2018  09:18:56;0.887
29/11/2018  11:18:48;0.891
29/11/2018  13:18:40;0.898
29/11/2018  15:18:32;0.911
29/11/2018  17:18:24;0.900
29/11/2018  19:18:16;0.907
29/11/2018  21:18:08;0.897
29/11/2018  23:18:00;0.900
30/11/2018  01:17:52;0.893
30/11/2018  03:17:44;0.906
30/11/2018  05:17:36;0.900
30/11/2018  07:17:28;0.897
30/11/2018  09:17:20;0.891
30/11/2018  11:17:12;0.901
30/11/2018  13:17:04;0.896
30/11/2018  15:16:56;0.898
30/11/2018  17:16:48;0.887
30/11/2018  19:16:40;0.891
30/11/2018  21:16:32;0.903
30/11/2018  23:16:24;0.899
01/12/2018  01:16:16;0.903
01/12/2018  03:16:08;0.891
01/12/2018  05:16:00;0.891
01/12/2018  07:15:52;0.913
01/12/2018  09:15:44;0.902
01/12/2018  11:15:36;0.900
01/12/2018  13:15:28;0.902
01/12/2018  15:15:20;0.893
01/12/2018  17:15:12;0.897
01/12/2018  19:15:04;0.894
01/12/2018  21:14:56;0.895
01/12/2018  23:14:48;0.903
02/12/2018  01:14:40;0.905
02/12/2018  03:14:32;0.893
02/12/2018  05:14:24;0.889
02/12/2018  07:14:16;0.893
02/12/2018  09:14:08;0.904
02/12/2018  11:14:00;0.919
02/12/2018  13:13:52;0.880
02/12/2018  15:13:44;0.886
02/12/2018  17:13:36;0.895
02/12/2018  19:13:28;0.907
02/12/2018  21:13:20;0.903
02/12/2018  23:13:12;0.882
03/12/2018  01:13:04;0.909
03/12/2018  03:12:56;0.905
03/12/2018  05:12:48;0.907
03/12/2018  07:12:40;0.896
03/12/2018  09:12:32;0.898
03/12/2018  11:12:24;0.891
03/12/2018  13:12:16;0.900
03/12/2018  15:12:08;0.898
03/12/2018  17:12:00;0.894
03/12/2018  19:11:52;0.892
03/12/2018  21:11:44;0.903
03/12/2018  23:11:36;0.897
04/12/2018  01:11:28;0.914
04/12/2018  03:11:20;0.894
04/12/2018  05:11:12;0.895
04/12/2018  07:11:04;0.905
04/12/2018  09:10:56;0.897
04/12/2018  11:10:48;0.895
04/12/2018  13:10:40;0.894
04/12/2018  15:10:32;0.904
04/12/2018  17:10:24;0.897
04/12/2018  19:10:16;0.902
04/12/2018  21:10:08;0.899
04/12/2018  23:10:00;0.906
05/12/2018  01:09:52;0.893
05/12/2018  03:09:44;0.908
05/12/2018  05:09:36;0.905
05/12/2018  07:09:28;0.891
05/12/2018  09:09:20;0.896
05/12/2018  11:09:12;0.903
05/12/2018  13:09:04;0.902
05/12/2018  15:08:56;0.897
05/12/2018  17:08:48;0.890
05/12/2018  19:08:40;0.897
05/12/2018  21:08:32;0.905
05/12/2018  23:08:24;0.901
06/12/2018  01:08:16;0.893
06/12/2018  03:08:08;0.908
06/12/2018  05:08:00;0.890
06/12/2018  07:07:52;0.901
06/12/2018  09:07:44;0.906
06/12/2018  11:07:36;0.898
06/12/2018  13:07:28;0.901
06/12/2018  15:07:20;0.900
06/12/2018  17:07:12;0.908
06/12/2018  19:07:04;0.910
06/12/2018  21:06:56;0.904
06/12/2018  23:06:48;0.899
07/12/2018  01:06:40;0.905
07/12/2018  03:06:32;0.902
07/12/2018  05:06:24;0.881
07/12/2018  07:06:16;0.911
07/12/2018  09:06:08;0.889
07/12/2018  11:06:00;0.900
07/12/2018  13:05:52;0.904
07/12/2018  15:05:44;0.895
07/12/2018  17:05:36;0.908
07/12/2018  19:05:28;0.907
07/12/2018  21:05:20;0.912
07/12/2018  23:05:12;0.890
08/12/2018  01:05:04;0.894
08/12/2018  03:04:56;0.896
08/12/2018  05:04:48;0.905
08/12/2018  07:04:40;0.895
08/12/2018  09:04:32;0.895
08/12/2018  11:04:24;0.908
08/12/2018  13:04:16;0.889
08/12/2018  15:04:08;0.900
08/12/2018  17:04:00;0.894
08/12/2018  19:03:52;0.905
08/12/2018  21:03:44;0.896
08/12/2018  23:03:36;0.905
09/12/2018  01:03:28;0.901
09/12/2018  03:03:20;0.889
09/12/2018  05:03:12;0.892
09/12/2018  07:03:04;0.906
09/12/2018  09:02:56;0.909
09/12/2018  11:02:48;0.900
09/12/2018  13:02:40;0.900
09/12/2018  15:02:32;0.909
09/12/2018  17:02:24;0.897
09/12/2018  19:02:16;0.909
09/12/2018  21:02:08;0.908
09/12/2018  23:02:00;0.911
10/12/2018  01:01:52;0.906
10/12/2018  03:01:44;0.900
10/12/2018  05:01:36;0.898
10/12/2018  07:01:28;0.898
10/12/2018  09:01:20;0.895
10/12/2018  11:01:12;0.893
10/12/2018  13:01:04;0.897
10/12/2018  15:00:56;0.905
10/12/2018  17:00:48;0.896
10/12/2018  19:00:40;0.927
10/12/2018  21:00:32;0.904
10/12/2018  23:00:24;0.890
11/12/2018  01:00:16;0.895
11/12/2018  03:00:08;0.900
11/12/2018  05:00:00;0.911
11/12/2018  06:59:52;0.910
11/12/2018  08:59:44;0.908
11/12/2018  10:59:36;0.894
11/12/2018  12:59:28;0.892
11/12/2018  14:59:20;0.894
11/12/2018  16:59:12;0.897
11/12/2018  18:59:04;0.895
11/12/2018  20:58:56;0.896
11/12/2018  22:58:48;0.906
12/12/2018  00:58:40;0.898
12/12/2018  02:58:32;0.898
12/12/2018  04:58:24;0.899
12/12/2018  06:58:16;0.898
12/12/2018  08:58:08;0.894
12/12/2018  10:58:00;0.903
12/12/2018  12:57:52;0.898
12/12/2018  14:57:44;0.888
12/12/2018  16:57:36;0.900
12/12/2018  18:57:28;0.901
12/12/2018  20:57:20;0.897
12/12/2018  22:57:12;0.906
13/12/2018  00:57:04;0.898
13/12/2018  02:56:56;0.893
13/12/2018  04:56:48;0.892
13/12/2018  06:56:40;0.906
13/12/2018  08:56:32;0.905
13/12/2018  10:56:24;0.899
13/12/2018  12:56:16;0.905
13/12/2018  14:56:08;0.883
13/12/2018  16:56:00;0.910
13/12/2018  18:55:52;0.897
13/12/2018  20:55:44;0.901
13/12/2018  22:55:36;0.895
14/12/2018  00:55:28;0.910
14/12/2018  02:55:20;0.913
14/12/2018  04:55:12;0.897
14/12/2018  06:55:04;0.912
14/12/2018  08:54:56;0.900
14/12/2018  10:54:48;0.895
14/12/2018  12:54:40;0.900
14/12/2018  14:54:32;0.904
14/12/2018  16:54:24;0.898
14/12/2018  18:54:16;0.898
14/12/2018  20:54:08;0.897
14/12/2018  22:54:00;0.900
15/12/2018  00:53:52;0.913
15/12/2018  02:53:44;0.902
15/12/2018  04:53:36;0.900
15/12/2018  06:53:28;0.909
15/12/2018  08:53:20;0.894
15/12/2018  10:53:12;0.899
15/12/2018  12:53:04;0.910
15/12/2018  14:52:56;0.896
15/12/2018  16:52:48;0.898
15/12/2018  18:52:40;0.899
15/12/2018  20:52:32;0.893
15/12/2018  22:52:24;0.901
16/12/2018  00:52:16;0.896
16/12/2018  02:52:08;0.898
16/12/2018  04:52:00;0.908
16/12/2018  06:51:52;0.901
16/12/2018  08:51:44;0.898
16/12/2018  10:51:36;0.897
16/12/2018  12:51:28;0.907
16/12/2018  14:51:20;0.895
16/12/2018  16:51:12;0.906
16/12/2018  18:51:04;0.894
16/12/2018  20:50:56;0.901
16/12/2018  22:50:48;0.917
17/12/2018  00:50:40;0.916
17/12/2018  02:50:32;0.903
17/12/2018  04:50:24;0.897
17/12/2018  06:50:16;0.900
17/12/2018  08:50:08;0.913
17/12/2018  10:50:00;0.891
17/12/2018  12:49:52;0.897
17/12/2018  14:49:44;0.904
17/12/2018  16:49:36;0.910
17/12/2018  18:49:28;0.895
17/12/2018  20:49:20;0.897
17/12/2018  22:49:12;0.893
18/12/2018  00:49:04;0.901
18/12/2018  02:48:56;0.898
18/12/2018  04:48:48;0.885
18/12/2018  06:48:40;0.912
18/12/2018  08:48:32;0.904
18/12/2018  10:48:24;0.903
18/12/2018  12:48:16;0.893
18/12/2018  14:48:08;0.898
18/12/2018  16:48:00;0.904
18/12/2018  18:47:52;0.895
18/12/2018  20:47:44;0.897
18/12/2018  22:47:36;0.902
19/12/2018  00:47:28;0.905
19/12/2018  02:47:20;0.895
19/12/2018  04:47:12;0.896
19/12/2018  06:47:04;0.898
19/12/2018  08:46:56;0.910
19/12/2018  10:46:48;0.892
19/12/2018  12:46:40;0.902
19/12/2018  14:46:32;0.897
19/12/2018  16:46:24;0.902
19/12/2018  18:46:16;0.901
19/12/2018  20:46:08;0.900
19/12/2018  22:46:00;0.898
20/12/2018  00:45:52;0.900
20/12/2018  02:45:44;0.910
20/12/2018  04:45:36;0.902
20/12/2018  06:45:28;0.893
20/12/2018  08:45:20;0.904
20/12/2018  10:45:12;0.902
20/12/2018  12:45:04;0.905
20/12/2018  14:44:56;0.896
20/12/2018  16:44:48;0.912
20/12/2018  18:44:40;0.891
20/12/2018  20:44:32;0.913
20/12/2018  22:44:24;0.890
21/12/2018  00:44:16;0.888
21/12/2018  02:44:08;0.884
21/12/2018  04:44:00;0.900
21/12/2018  06:43:52;0.888
21/12/2018  08:43:44;0.907
21/12/2018  10:43:36;0.902
21/12/2018  12:43:28;0.903
21/12/2018  14:43:20;0.898
21/12/2018  16:43:12;0.901
21/12/2018  18:43:04;0.893
21/12/2018  20:42:56;0.889
21/12/2018  22:42:48;0.897
22/12/2018  00:42:40;0.896
22/12/2018  02:42:32;0.908
22/12/2018  04:42:24;0.885
22/12/2018  06:42:16;0.905
22/12/2018  08:42:08;0.903
22/12/2018  10:42:00;0.902
22/12/2018  12:41:52;0.899
22/12/2018  14:41:44;0.925
22/12/2018  16:41:36;0.910
22/12/2018  18:41:28;0.882
22/12/2018  20:41:20;0.893
22/12/2018  22:41:12;0.889
23/12/2018  00:41:04;0.888
23/12/2018  02:40:56;0.896
23/12/2018  04:40:48;0.907
23/12/2018  06:40:40;0.909
23/12/2018  08:40:32;0.890
23/12/2018  10:40:24;0.901
23/12/2018  12:40:16;0.900
23/12/2018  14:40:08;0.883
23/12/2018  16:40:00;0.914
23/12/2018  18:39:52;0.889
23/12/2018  20:39:44;0.888
23/12/2018  22:39:36;0.918
24/12/2018  00:39:28;0.904
24/12/2018  02:39:20;0.911
24/12/2018  04:39:12;0.914
24/12/2018  06:39:04;0.902
24/12/2018  08:38:56;0.905
24/12/2018  10:38:48;0.907
24/12/2018  12:38:40;0.883
24/12/2018  14:38:32;0.899
24/12/2018  16:38:24;0.901
24/12/2018  18:38:16;0.917
24/12/2018  20:38:08;0.886
24/12/2018  22:38:00;0.901
25/12/2018  00:37:52;0.910
25/12/2018  02:37:44;0.893
25/12/2018  04:37:36;0.893
25/12/2018  06:37:28;0.886
25/12/2018  08:37:20;0.899
25/12/2018  10:37:12;0.908
25/12/2018  12:37:04;0.906
25/12/2018  14:36:56;0.904
25/12/2018  16:36:48;0.904
25/12/2018  18:36:40;0.895
25/12/2018  20:36:32;0.894
25/12/2018  22:36:24;0.912
26/12/2018  00:36:16;0.885
26/12/2018  02:36:08;0.891
26/12/2018  04:36:00;0.909
26/12/2018  06:35:52;0.890
26/12/2018  08:35:44;0.913
26/12/2018  10:35:36;0.898
26/12/2018  12:35:28;0.906
26/12/2018  14:35:20;0.905
26/12/2018  16:35:12;0.901
26/12/2018  18:35:04;0.897
26/12/2018  20:34:56;0.890
26/12/2018  22:34:48;0.912
27/12/2018  00:34:40;0.912
27/12/2018  02:34:32;0.891
27/12/2018  04:34:24;0.902
27/12/2018  06:34:16;0.887
27/12/2018  08:34:08;0.903
27/12/2018  10:34:00;0.916
27/12/2018  12:33:52;0.907
27/12/2018  14:33:44;0.892
27/12/2018  16:33:36;0.921
27/12/2018  18:33:28;0.899
27/12/2018  20:33:20;0.893
27/12/2018  22:33:12;0.893
28/12/2018  00:33:04;0.906
28/12/2018  02:32:56;0.888
28/12/2018  04:32:48;0.908
28/12/2018  06:32:40;0.887
28/12/2018  08:32:32;0.919
28/12/2018  10:32:24;0.899
28/12/2018  12:32:16;0.894
28/12/2018  14:32:08;0.912
28/12/2018  16:32:00;0.897
28/12/2018  18:31:52;0.894
28/12/2018  20:31:44;0.889
28/12/2018  22:31:36;0.891
29/12/2018  00:31:28;0.888
29/12/2018  02:31:20;0.890
29/12/2018  04:31:12;0.891
29/12/2018  06:31:04;0.883
29/12/2018  08:30:56;0.886
29/12/2018  10:30:48;0.907
29/12/2018  12:30:40;0.900
29/12/2018  14:30:32;0.906
29/12/2018  16:30:24;0.899
29/12/2018  18:30:16;0.900
29/12/2018  20:30:08;0.898
29/12/2018  22:30:00;0.912
30/12/2018  00:29:52;0.916
30/12/2018  02:29:44;0.905
30/12/2018  04:29:36;0.896
30/12/2018  06:29:28;0.890
30/12/2018  08:29:20;0.906
30/12/2018  10:29:12;0.891
30/12/2018  12:29:04;0.888
30/12/2018  14:28:56;0.894
30/12/2018  16:28:48;0.906
30/12/2018  18:28:40;0.910
30/12/2018  20:28:32;0.890
30/12/2018  22:28:24;0.912
31/12/2018  00:28:16;0.898
31/12/2018  02:28:08;0.903
31/12/2018  04:28:00;0.896
31/12/2018  06:27:52;0.899
31/12/2018  08:27:44;0.899
31/12/2018  10:27:36;0.917
31/12/2018  12:27:28;0.894
31/12/2018  14:27:20;0.912
31/12/2018  16:27:12;0.910
31/12/2018  18:27:04;0.906
31/12/2018  20:26:56;0.908
31/12/2018  22:26:48;0.889
01/01/2019  00:26:40;0.906
01/01/2019  02:26:32;0.900
01/01/2019  04:26:24;0.894
01/01/2019  06:26:16;0.896
01/01/2019  08:26:08;0.913
01/01/2019  10:26:00;0.904
01/01/2019  12:25:52;0.894
01/01/2019  14:25:44;0.892
01/01/2019  16:25:36;0.895
01/01/2019  18:25:28;0.901
01/01/2019  20:25:20;0.891
01/01/2019  22:25:12;0.896
02/01/2019  00:25:04;0.896
02/01/2019  02:24:56;0.891
02/01/2019  04:24:48;0.896
02/01/2019  06:24:40;0.907
02/01/2019  08:24:32;0.900
02/01/2019  10:24:24;0.898
02/01/2019  12:24:16;0.903
02/01/2019  14:24:08;0.900
02/01/2019  16:24:00;0.905
02/01/2019  18:23:52;0.898
02/01/2019  20:23:44;0.897
02/01/2019  22:23:36;0.907
03/01/2019  00:23:28;0.911
03/01/2019  02:23:20;0.895
03/01/2019  04:23:12;0.893
03/01/2019  06:23:04;0.892
03/01/2019  08:22:56;0.894
03/01/2019  10:22:48;0.890
03/01/2019  12:22:40;0.904
03/01/2019  14:22:32;0.904
03/01/2019  16:22:24;0.889
03/01/2019  18:22:16;0.894
03/01/2019  20:22:08;0.903
03/01/2019  22:22:00;0.899
04/01/2019  00:21:52;0.917
04/01/2019  02:21:44;0.904
04/01/2019  04:21:36;0.895
04/01/2019  06:21:28;0.897
04/01/2019  08:21:20;0.905
04/01/2019  10:21:12;0.907
04/01/2019  12:21:04;0.899
04/01/2019  14:20:56;0.886
04/01/2019  16:20:48;0.893
04/01/2019  18:20:40;0.889
04/01/2019  20:20:32;0.897
04/01/2019  22:20:24;0.884
05/01/2019  00:20:16;0.896
05/01/2019  02:20:08;0.888
05/01/2019  04:20:00;0.890
05/01/2019  06:19:52;0.905
05/01/2019  08:19:44;0.899
05/01/2019  10:19:36;0.913
05/01/2019  12:19:28;0.896
05/01/2019  14:19:20;0.892
05/01/2019  16:19:12;0.904
05/01/2019  18:19:04;0.895
05/01/2019  20:18:56;0.908
05/01/2019  22:18:48;0.886
06/01/2019  00:18:40;0.907
06/01/2019  02:18:32;0.914
06/01/2019  04:18:24;0.902
06/01/2019  06:18:16;0.888
06/01/2019  08:18:08;0.891
06/01/2019  10:18:00;0.892
06/01/2019  12:17:52;0.909
06/01/2019  14:17:44;0.900
06/01/2019  16:17:36;0.905
06/01/2019  18:17:28;0.898
06/01/2019  20:17:20;0.900
06/01/2019  22:17:12;0.893
07/01/2019  00:17:04;0.912
07/01/2019  02:16:56;0.892
07/01/2019  04:16:48;0.892
07/01/2019  06:16:40;0.909
07/01/2019  08:16:32;0.893
07/01/2019  10:16:24;0.894
07/01/2019  12:16:16;0.908
07/01/2019  14:16:08;0.905
07/01/2019  16:16:00;0.893
07/01/2019  18:15:52;0.903
07/01/2019  20:15:44;0.903
07/01/2019  22:15:36;0.894
08/01/2019  00:15:28;0.897
08/01/2019  02:15:20;0.906
08/01/2019  04:15:12;0.904
08/01/2019  06:15:04;0.891
08/01/2019  08:14:56;0.898
08/01/2019  10:14:48;0.906
08/01/2019  12:14:40;0.899
08/01/2019  14:14:32;0.901
08/01/2019  16:14:24;0.910
08/01/2019  18:14:16;0.883
08/01/2019  20:14:08;0.897
08/01/2019  22:14:00;0.908
09/01/2019  00:13:52;0.890
09/01/2019  02:13:44;0.891
09/01/2019  04:13:36;0.895
09/01/2019  06:13:28;0.889
09/01/2019  08:13:20;0.888
09/01/2019  10:13:12;0.903
09/01/2019  12:13:04;0.910
09/01/2019  14:12:56;0.902
09/01/2019  16:12:48;0.915
09/01/2019  18:12:40;0.908
09/01/2019  20:12:32;0.898
09/01/2019  22:12:24;0.889
10/01/2019  00:12:16;0.898
10/01/2019  02:12:08;0.897
10/01/2019  04:12:00;0.910
10/01/2019  06:11:52;0.893
10/01/2019  08:11:44;0.895
10/01/2019  10:11:36;0.893
10/01/2019  12:11:28;0.917
10/01/2019  14:11:20;0.896
10/01/2019  16:11:12;0.866
10/01/2019  18:11:04;0.908
10/01/2019  20:10:56;0.925
10/01/2019  22:10:48;0.882
11/01/2019  00:10:40;0.928
11/01/2019  02:10:32;0.881
11/01/2019  04:10:24;0.911
11/01/2019  06:10:16;0.903
11/01/2019  08:10:08;0.919
11/01/2019  10:10:00;0.743
11/01/2019  12:09:52;0.800
11/01/2019  14:09:44;0.762
11/01/2019  16:09:36;0.758
11/01/2019  18:09:28;0.796
11/01/2019  20:09:20;0.834
11/01/2019  22:09:12;0.846
12/01/2019  00:09:04;0.796
12/01/2019  02:08:56;0.857
12/01/2019  04:08:48;0.768
12/01/2019  06:08:40;0.775
12/01/2019  08:08:32;0.796
12/01/2019  10:08:24;0.834
12/01/2019  12:08:16;0.810
12/01/2019  14:08:08;0.757
12/01/2019  16:08:00;0.758
12/01/2019  18:07:52;0.774
12/01/2019  20:07:44;0.828
12/01/2019  22:07:36;0.805
13/01/2019  00:07:28;0.830
13/01/2019  02:07:20;0.853
13/01/2019  04:07:12;0.806
13/01/2019  06:07:04;0.825
13/01/2019  08:06:56;0.864
13/01/2019  10:06:48;0.852
13/01/2019  12:06:40;0.902
13/01/2019  14:06:32;0.751
13/01/2019  16:06:24;0.785
13/01/2019  18:06:16;0.783
13/01/2019  20:06:08;0.746
13/01/2019  22:06:00;0.791
14/01/2019  00:05:52;0.832
14/01/2019  02:05:44;0.798
14/01/2019  04:05:36;0.726
14/01/2019  06:05:28;0.817
14/01/2019  08:05:20;0.752
14/01/2019  10:05:12;0.778
14/01/2019  12:05:04;0.750
14/01/2019  14:04:56;0.782
14/01/2019  16:04:48;0.023
14/01/2019  18:04:40;-0.002
14/01/2019  20:04:32;0.025
14/01/2019  22:04:24;0.027
15/01/2019  00:04:16;0.028
15/01/2019  02:04:08;0.028
15/01/2019  04:04:00;0.029
15/01/2019  06:03:52;0.028
15/01/2019  08:03:44;0.032
15/01/2019  10:03:36;0.031
15/01/2019  12:03:28;0.030
15/01/2019  14:03:20;0.028
15/01/2019  16:03:12;0.028
15/01/2019  18:03:04;0.028
15/01/2019  20:02:56;0.028
15/01/2019  22:02:48;0.029
16/01/2019  00:02:40;0.030
16/01/2019  02:02:32;0.030
16/01/2019  04:02:24;0.030
16/01/2019  06:02:16;0.030
16/01/2019  08:02:08;0.030
16/01/2019  10:02:00;0.029
16/01/2019  12:01:52;0.028
16/01/2019  14:01:44;0.028
16/01/2019  16:01:36;0.029
16/01/2019  18:01:28;0.028
16/01/2019  20:01:20;0.028
16/01/2019  22:01:12;0.029
17/01/2019  00:01:04;0.029
17/01/2019  02:00:56;0.030
17/01/2019  04:00:48;0.029
17/01/2019  06:00:40;0.030
17/01/2019  08:00:32;0.031
17/01/2019  10:00:24;0.031
17/01/2019  12:00:16;0.029
17/01/2019  14:00:08;0.028
17/01/2019  16:00:00;0.027
17/01/2019  17:59:52;0.027
17/01/2019  19:59:44;0.028
17/01/2019  21:59:36;0.027
17/01/2019  23:59:28;0.027
18/01/2019  01:59:20;0.027
18/01/2019  03:59:12;0.028
18/01/2019  05:59:04;0.028
18/01/2019  07:58:56;0.029
18/01/2019  09:58:48;0.028
18/01/2019  11:58:40;0.028
18/01/2019  13:58:32;0.028
18/01/2019  15:58:24;0.026
18/01/2019  17:58:16;0.027
18/01/2019  19:58:08;0.027
18/01/2019  21:58:00;0.027
18/01/2019  23:57:52;0.028
19/01/2019  01:57:44;0.028
19/01/2019  03:57:36;0.028
19/01/2019  05:57:28;0.028
19/01/2019  07:57:20;0.028
19/01/2019  09:57:12;0.027
19/01/2019  11:57:04;0.028
19/01/2019  13:56:56;0.027
19/01/2019  15:56:48;0.026
19/01/2019  17:56:40;0.028
19/01/2019  19:56:32;0.028
19/01/2019  21:56:24;0.029
19/01/2019  23:56:16;0.029
20/01/2019  01:56:08;0.029
20/01/2019  03:56:00;0.030
20/01/2019  04:25:58;0.733
20/01/2019  06:25:50;0.757
20/01/2019  08:25:42;0.832
