
Time;HVI877X
25/03/2018  01:19:18;50.258
25/03/2018  03:30:28;50.431
25/03/2018  03:31:29;51.245
25/03/2018  03:33:31;50.391
25/03/2018  03:34:32;51.150
25/03/2018  03:39:37;50.652
25/03/2018  04:05:02;50.761
25/03/2018  04:06:03;49.840
25/03/2018  04:07:04;51.199
25/03/2018  04:10:07;50.699
25/03/2018  04:14:11;49.823
25/03/2018  04:22:19;50.213
25/03/2018  04:43:40;49.977
25/03/2018  05:01:58;49.823
25/03/2018  05:39:35;50.078
25/03/2018  06:26:21;50.083
25/03/2018  06:27:22;49.316
25/03/2018  06:31:26;49.810
25/03/2018  06:32:27;49.029
25/03/2018  06:33:28;49.837
25/03/2018  06:40:35;50.307
25/03/2018  06:41:36;48.943
25/03/2018  06:42:37;49.888
25/03/2018  07:07:01;49.677
25/03/2018  07:10:04;49.820
25/03/2018  07:16:10;50.277
25/03/2018  07:17:11;48.786
25/03/2018  07:19:13;49.788
25/03/2018  08:30:23;50.277
25/03/2018  09:05:58;50.391
25/03/2018  09:06:59;49.334
25/03/2018  09:08:00;50.131
25/03/2018  09:28:20;49.658
25/03/2018  09:47:39;49.624
25/03/2018  09:48:40;50.553
25/03/2018  09:49:41;49.494
25/03/2018  10:09:00;50.020
25/03/2018  10:33:24;50.083
25/03/2018  10:34:25;50.845
25/03/2018  10:37:28;49.961
25/03/2018  11:11:01;49.494
25/03/2018  11:24:14;49.726
25/03/2018  11:44:34;49.450
25/03/2018  13:14:02;49.742
25/03/2018  14:25:12;49.237
25/03/2018  14:34:21;49.480
25/03/2018  15:07:54;49.091
25/03/2018  15:10:57;48.996
25/03/2018  15:11:58;48.148
25/03/2018  15:12:59;48.945
25/03/2018  15:21:07;48.737
25/03/2018  15:45:31;48.153
25/03/2018  15:52:38;48.559
25/03/2018  17:52:36;48.318
25/03/2018  18:20:03;48.867
25/03/2018  19:44:26;48.626
25/03/2018  21:44:24;48.707
25/03/2018  22:11:51;48.786
25/03/2018  22:27:06;48.494
25/03/2018  23:09:48;48.602
25/03/2018  23:10:49;49.445
25/03/2018  23:23:01;49.180
26/03/2018  00:29:06;49.386
26/03/2018  01:15:52;48.912
26/03/2018  01:29:05;49.123
26/03/2018  01:30:06;49.883
26/03/2018  01:57:33;49.694
26/03/2018  01:58:34;50.634
26/03/2018  02:02:38;49.221
26/03/2018  02:13:49;49.288
26/03/2018  02:17:53;49.523
26/03/2018  02:20:56;49.802
26/03/2018  02:47:22;50.247
26/03/2018  03:09:44;49.918
26/03/2018  03:55:29;49.386
26/03/2018  05:55:27;49.240
26/03/2018  06:26:58;49.142
26/03/2018  07:24:55;49.285
26/03/2018  07:25:56;48.024
26/03/2018  07:26:57;48.234
26/03/2018  07:27:58;49.256
26/03/2018  08:05:35;49.337
26/03/2018  08:09:39;49.726
26/03/2018  09:14:43;50.391
26/03/2018  09:37:05;50.510
26/03/2018  09:38:06;49.588
26/03/2018  09:42:10;50.507
26/03/2018  09:57:25;50.375
26/03/2018  10:23:51;50.034
26/03/2018  10:52:19;49.413
26/03/2018  10:57:24;49.901
26/03/2018  11:22:49;49.288
26/03/2018  12:12:38;49.191
26/03/2018  12:13:39;48.364
26/03/2018  12:16:42;49.334
26/03/2018  12:22:48;49.110
26/03/2018  13:07:32;48.980
26/03/2018  13:09:34;48.083
26/03/2018  13:10:35;48.880
26/03/2018  14:24:48;48.408
26/03/2018  15:29:52;48.951
26/03/2018  15:40:02;48.867
26/03/2018  16:36:58;48.651
26/03/2018  16:42:03;48.278
26/03/2018  16:43:04;49.674
26/03/2018  16:44:05;48.481
26/03/2018  16:50:11;49.137
26/03/2018  18:37:57;48.794
26/03/2018  20:37:55;49.337
26/03/2018  20:38:56;48.508
26/03/2018  21:00:17;48.607
26/03/2018  21:08:25;48.602
26/03/2018  21:09:26;49.645
26/03/2018  21:13:30;48.732
26/03/2018  21:52:08;48.526
26/03/2018  21:53:09;49.486
26/03/2018  22:00:16;48.591
26/03/2018  23:10:25;48.183
26/03/2018  23:49:03;48.380
26/03/2018  23:59:13;48.426
27/03/2018  00:00:14;49.272
27/03/2018  00:06:20;48.397
27/03/2018  00:15:29;49.126
27/03/2018  00:29:43;48.575
27/03/2018  00:36:50;48.478
27/03/2018  00:37:51;49.397
27/03/2018  00:42:56;48.769
27/03/2018  00:57:10;48.377
27/03/2018  01:05:18;48.507
27/03/2018  01:06:19;49.480
27/03/2018  01:09:22;48.299
27/03/2018  01:10:23;49.267
27/03/2018  01:16:29;49.207
27/03/2018  01:17:30;48.397
27/03/2018  01:22:35;48.926
27/03/2018  02:15:27;49.029
27/03/2018  02:16:28;47.991
27/03/2018  02:20:32;49.050
27/03/2018  02:23:35;48.740
27/03/2018  02:24:36;47.970
27/03/2018  02:25:37;48.943
27/03/2018  02:37:49;48.364
27/03/2018  02:50:01;48.494
27/03/2018  03:05:16;49.042
27/03/2018  03:11:22;48.364
27/03/2018  03:28:39;48.826
27/03/2018  03:40:51;48.883
27/03/2018  03:41:52;49.821
27/03/2018  03:42:53;48.975
27/03/2018  03:51:01;49.153
27/03/2018  05:08:17;49.272
27/03/2018  05:09:18;48.361
27/03/2018  05:22:31;48.345
27/03/2018  05:23:32;49.256
27/03/2018  05:24:33;48.408
27/03/2018  05:55:03;49.094
27/03/2018  06:03:11;48.621
27/03/2018  06:31:39;48.737
27/03/2018  06:32:40;49.856
27/03/2018  06:34:42;49.285
27/03/2018  06:46:54;48.802
27/03/2018  06:55:02;48.518
27/03/2018  06:56:03;49.691
27/03/2018  06:58:05;48.478
27/03/2018  07:01:08;49.580
27/03/2018  07:02:09;48.797
27/03/2018  07:07:14;49.240
27/03/2018  07:09:16;49.191
27/03/2018  07:16:23;49.596
27/03/2018  07:35:42;49.418
27/03/2018  09:26:31;48.802
27/03/2018  10:05:09;49.337
27/03/2018  10:08:12;48.685
27/03/2018  10:10:14;49.142
27/03/2018  10:38:42;49.361
27/03/2018  10:58:01;48.915
27/03/2018  11:27:30;48.343
27/03/2018  11:29:32;48.570
27/03/2018  12:04:06;47.973
27/03/2018  13:17:18;47.975
27/03/2018  13:18:19;48.781
27/03/2018  13:20:21;48.296
27/03/2018  13:51:52;47.581
27/03/2018  13:53:54;48.038
27/03/2018  14:11:11;47.402
27/03/2018  14:12:12;43.446
27/03/2018  14:47:47;43.951
27/03/2018  15:01:00;44.602
27/03/2018  15:09:08;43.870
27/03/2018  15:32:31;44.148
27/03/2018  15:54:53;43.819
27/03/2018  16:00:59;43.370
27/03/2018  16:56:54;43.948
27/03/2018  17:03:00;43.784
27/03/2018  18:50:46;43.640
27/03/2018  18:51:47;44.570
27/03/2018  18:55:51;44.051
27/03/2018  19:14:09;44.764
27/03/2018  19:16:11;44.016
27/03/2018  19:28:23;44.402
27/03/2018  19:30:25;45.218
27/03/2018  20:28:22;45.824
27/03/2018  20:34:28;45.170
27/03/2018  21:04:58;45.835
27/03/2018  21:24:17;45.316
27/03/2018  23:24:15;45.797
27/03/2018  23:40:31;45.151
28/03/2018  01:40:29;44.694
28/03/2018  01:59:48;45.218
28/03/2018  03:44:31;44.983
28/03/2018  05:44:29;44.502
28/03/2018  07:44:27;44.613
28/03/2018  07:48:31;43.978
28/03/2018  07:57:40;44.646
28/03/2018  09:16:58;44.846
28/03/2018  10:04:45;44.408
28/03/2018  12:04:43;43.889
28/03/2018  14:04:41;44.019
28/03/2018  14:19:56;43.329
28/03/2018  14:20:57;43.175
28/03/2018  14:21:58;44.221
28/03/2018  14:33:09;43.719
28/03/2018  14:41:17;42.235
28/03/2018  15:38:14;42.381
28/03/2018  15:51:26;42.767
28/03/2018  17:27:00;42.311
28/03/2018  18:47:19;42.313
28/03/2018  18:48:20;43.094
28/03/2018  18:53:25;42.800
28/03/2018  18:54:26;41.938
28/03/2018  18:55:27;42.721
28/03/2018  19:25:57;42.251
28/03/2018  19:47:18;42.170
28/03/2018  19:48:19;43.154
28/03/2018  20:51:21;42.994
28/03/2018  20:52:22;43.997
28/03/2018  21:04:34;43.467
28/03/2018  21:12:42;43.867
28/03/2018  22:32:00;44.310
28/03/2018  23:15:43;43.886
28/03/2018  23:36:03;44.259
29/03/2018  00:23:50;44.140
29/03/2018  00:24:51;45.086
29/03/2018  00:27:54;44.502
29/03/2018  02:22:47;45.151
29/03/2018  02:39:03;44.586
29/03/2018  03:04:28;44.016
29/03/2018  03:09:33;44.578
29/03/2018  03:26:50;44.667
29/03/2018  03:44:07;45.154
29/03/2018  03:58:21;44.600
29/03/2018  04:05:28;44.951
29/03/2018  05:04:26;45.154
29/03/2018  05:10:32;45.011
29/03/2018  05:34:56;45.032
29/03/2018  05:35:57;45.975
29/03/2018  05:36:58;45.129
29/03/2018  05:48:09;44.956
29/03/2018  05:49:10;45.929
29/03/2018  05:51:12;44.894
29/03/2018  05:53:14;45.664
29/03/2018  05:56:17;44.810
29/03/2018  06:01:22;45.086
29/03/2018  06:14:35;44.437
29/03/2018  06:19:40;45.183
29/03/2018  07:43:02;45.146
29/03/2018  07:44:03;46.021
29/03/2018  07:47:06;45.202
29/03/2018  07:50:09;46.199
29/03/2018  07:51:10;45.343
29/03/2018  07:53:12;45.734
29/03/2018  08:28:47;45.267
29/03/2018  08:30:49;45.491
29/03/2018  08:31:50;46.302
29/03/2018  08:32:51;45.086
29/03/2018  08:36:55;45.964
29/03/2018  08:37:56;45.064
29/03/2018  08:47:05;46.221
29/03/2018  08:48:06;45.227
29/03/2018  08:51:09;45.213
29/03/2018  08:52:10;46.026
29/03/2018  08:56:14;45.100
29/03/2018  09:20:38;44.751
29/03/2018  09:21:39;45.864
29/03/2018  09:24:42;44.743
29/03/2018  10:49:05;44.870
29/03/2018  10:52:08;44.605
29/03/2018  10:53:09;45.870
29/03/2018  10:56:12;44.435
29/03/2018  10:58:14;45.218
29/03/2018  11:06:22;44.886
29/03/2018  12:11:26;44.262
29/03/2018  12:15:30;44.940
29/03/2018  12:19:34;44.340
29/03/2018  12:22:37;44.594
29/03/2018  12:23:38;45.456
29/03/2018  12:24:39;44.581
29/03/2018  12:57:11;44.221
29/03/2018  13:23:37;44.262
29/03/2018  13:24:38;45.016
29/03/2018  13:29:43;44.227
29/03/2018  14:12:25;43.511
29/03/2018  15:59:10;43.135
29/03/2018  16:01:12;43.500
29/03/2018  16:38:49;44.019
29/03/2018  17:37:47;43.605
29/03/2018  17:41:51;42.959
29/03/2018  17:42:52;40.500
29/03/2018  17:43:53;34.339
29/03/2018  17:44:54;24.399
29/03/2018  17:45:55;6.010
29/03/2018  17:46:56;1.342
29/03/2018  19:46:54;1.324
29/03/2018  21:46:52;1.324
29/03/2018  23:46:50;1.324
30/03/2018  01:46:48;1.326
30/03/2018  03:46:46;1.326
30/03/2018  05:46:44;1.303
30/03/2018  07:46:42;1.324
30/03/2018  09:46:40;1.308
30/03/2018  11:46:38;1.319
30/03/2018  13:46:36;1.308
30/03/2018  15:46:34;1.324
30/03/2018  17:46:32;1.310
30/03/2018  19:46:30;1.319
30/03/2018  21:46:28;1.310
30/03/2018  23:46:26;1.308
31/03/2018  01:46:24;1.303
31/03/2018  03:46:22;1.324
31/03/2018  05:46:20;1.318
31/03/2018  07:46:18;1.310
31/03/2018  09:46:16;1.301
31/03/2018  11:46:14;1.308
31/03/2018  13:46:12;1.324
31/03/2018  15:42:06;1.310
31/03/2018  15:43:07;22.176
31/03/2018  15:44:08;36.811
31/03/2018  15:46:10;40.097
31/03/2018  15:47:11;40.451
31/03/2018  15:48:12;41.811
31/03/2018  16:02:26;44.700
31/03/2018  16:09:33;45.332
31/03/2018  16:13:37;44.891
31/03/2018  16:26:50;45.575
31/03/2018  16:45:08;46.378
31/03/2018  16:57:20;46.608
31/03/2018  16:59:22;47.602
31/03/2018  17:03:26;47.375
31/03/2018  17:04:27;46.446
31/03/2018  17:22:45;45.864
31/03/2018  17:29:52;45.016
31/03/2018  18:09:31;44.711
31/03/2018  18:41:02;44.113
31/03/2018  18:56:17;43.954
31/03/2018  19:03:24;44.505
31/03/2018  19:09:30;44.270
31/03/2018  20:57:16;44.148
31/03/2018  20:58:17;45.056
31/03/2018  21:00:19;44.132
31/03/2018  21:46:04;44.629
31/03/2018  23:46:02;44.821
01/04/2018  00:02:18;44.451
01/04/2018  00:26:42;44.375
01/04/2018  00:27:43;45.235
01/04/2018  00:28:44;44.456
01/04/2018  01:03:18;44.813
01/04/2018  02:30:44;45.167
01/04/2018  02:57:10;44.970
01/04/2018  03:06:19;45.202
01/04/2018  03:07:20;44.129
01/04/2018  03:31:44;43.965
01/04/2018  03:32:45;44.943
01/04/2018  03:40:53;44.646
01/04/2018  03:50:02;44.756
01/04/2018  04:32:44;44.359
01/04/2018  04:41:53;45.008
01/04/2018  06:03:13;45.100
01/04/2018  06:04:14;44.165
01/04/2018  06:05:15;45.235
01/04/2018  06:08:18;44.764
01/04/2018  07:28:37;45.262
01/04/2018  07:56:04;44.940
01/04/2018  08:33:41;44.238
01/04/2018  08:45:53;44.340
01/04/2018  08:46:54;45.102
01/04/2018  08:48:56;44.991
01/04/2018  08:49:57;44.132
01/04/2018  08:50:58;45.040
01/04/2018  09:16:23;45.199
01/04/2018  09:17:24;44.257
01/04/2018  11:17:22;44.743
01/04/2018  11:19:24;43.770
01/04/2018  11:31:36;43.843
01/04/2018  11:32:37;44.681
01/04/2018  11:37:42;44.016
01/04/2018  11:57:01;43.646
01/04/2018  13:35:38;43.430
01/04/2018  14:32:34;42.765
01/04/2018  16:32:32;42.554
01/04/2018  16:35:35;41.862
01/04/2018  16:37:37;41.986
01/04/2018  17:19:18;42.170
01/04/2018  18:14:12;42.470
01/04/2018  18:16:14;42.446
01/04/2018  18:17:15;43.254
01/04/2018  18:34:32;42.570
01/04/2018  20:20:16;42.648
01/04/2018  20:21:17;43.416
01/04/2018  21:38:33;43.856
01/04/2018  21:58:53;44.197
01/04/2018  22:15:09;43.705
01/04/2018  23:36:29;44.340
01/04/2018  23:40:33;44.143
02/04/2018  00:02:55;44.165
02/04/2018  00:03:56;44.943
02/04/2018  00:08:00;44.046
02/04/2018  00:09:01;45.029
02/04/2018  00:12:04;44.373
02/04/2018  00:29:21;44.067
02/04/2018  00:33:25;44.813
02/04/2018  00:34:26;44.905
02/04/2018  00:35:27;44.035
02/04/2018  00:36:28;45.024
02/04/2018  00:46:38;43.848
02/04/2018  00:47:39;44.635
02/04/2018  02:47:37;44.165
02/04/2018  02:49:39;44.405
02/04/2018  02:51:41;44.759
02/04/2018  03:21:10;44.748
02/04/2018  03:22:11;45.556
02/04/2018  03:34:23;44.856
02/04/2018  03:35:24;45.608
02/04/2018  03:55:44;46.237
02/04/2018  03:57:46;45.956
02/04/2018  04:01:50;45.616
02/04/2018  04:04:53;45.734
02/04/2018  04:05:54;44.781
02/04/2018  04:07:56;45.621
02/04/2018  04:13:01;45.867
02/04/2018  04:14:02;44.856
02/04/2018  04:15:03;45.859
02/04/2018  04:46:34;45.583
02/04/2018  05:05:53;45.445
02/04/2018  05:06:54;46.581
02/04/2018  05:11:59;45.208
02/04/2018  05:20:07;45.891
02/04/2018  05:28:15;45.559
02/04/2018  05:37:24;45.405
02/04/2018  05:38:25;46.642
02/04/2018  05:39:26;45.554
02/04/2018  05:43:30;46.256
02/04/2018  05:46:33;45.897
02/04/2018  06:03:50;46.010
02/04/2018  06:04:51;46.905
02/04/2018  06:09:56;45.572
02/04/2018  06:12:59;45.527
02/04/2018  06:15:01;46.791
02/04/2018  06:36:22;46.367
02/04/2018  06:43:29;46.418
02/04/2018  06:44:30;45.381
02/04/2018  06:45:31;46.413
02/04/2018  07:48:33;45.843
02/04/2018  07:51:36;46.318
02/04/2018  08:30:14;46.091
02/04/2018  08:39:23;46.629
02/04/2018  08:51:35;46.105
02/04/2018  08:59:43;45.600
02/04/2018  09:09:53;44.943
02/04/2018  09:17:00;44.610
02/04/2018  09:32:15;44.662
02/04/2018  09:33:16;45.518
02/04/2018  09:34:17;44.386
02/04/2018  10:47:29;43.813
02/04/2018  10:54:36;43.092
02/04/2018  11:20:01;42.603
02/04/2018  12:37:17;42.186
02/04/2018  13:48:27;42.300
02/04/2018  13:49:28;41.416
02/04/2018  13:58:37;41.568
02/04/2018  13:59:38;42.413
02/04/2018  14:09:48;41.681
02/04/2018  15:29:06;42.357
02/04/2018  15:39:16;41.613
02/04/2018  17:39:14;41.124
02/04/2018  17:45:20;41.789
02/04/2018  18:31:05;41.781
02/04/2018  18:32:06;40.854
02/04/2018  18:33:07;41.632
02/04/2018  20:22:55;41.992
02/04/2018  21:51:22;41.954
02/04/2018  21:52:23;42.770
02/04/2018  22:08:39;42.397
03/04/2018  00:06:35;42.397
03/04/2018  00:07:36;41.597
03/04/2018  00:10:39;42.592
03/04/2018  00:11:40;41.762
03/04/2018  00:15:44;42.313
03/04/2018  01:17:45;42.519
03/04/2018  02:07:34;42.016
03/04/2018  02:17:44;42.559
03/04/2018  03:53:18;42.446
03/04/2018  04:00:25;42.130
03/04/2018  05:06:30;42.373
03/04/2018  05:45:08;41.878
03/04/2018  07:20:42;41.840
03/04/2018  07:21:43;42.746
03/04/2018  07:23:45;42.067
03/04/2018  08:05:26;41.895
03/04/2018  10:05:24;41.446
03/04/2018  10:12:31;41.973
03/04/2018  10:58:16;42.097
03/04/2018  10:59:17;41.197
03/04/2018  11:02:20;41.827
03/04/2018  12:16:33;41.254
03/04/2018  12:38:55;41.454
03/04/2018  13:57:12;41.811
03/04/2018  15:57:10;41.992
03/04/2018  17:27:39;41.243
03/04/2018  17:32:44;41.454
03/04/2018  17:49:01;41.924
03/04/2018  19:35:45;42.081
03/04/2018  19:36:46;41.100
03/04/2018  19:37:47;41.989
03/04/2018  21:37:45;42.227
03/04/2018  23:37:43;42.243
04/04/2018  00:27:32;42.324
04/04/2018  00:28:33;43.116
04/04/2018  00:29:34;42.243
04/04/2018  02:20:23;42.132
04/04/2018  02:21:24;41.319
04/04/2018  02:22:25;42.346
04/04/2018  02:29:32;42.005
04/04/2018  03:43:45;41.976
04/04/2018  03:44:46;41.222
04/04/2018  03:48:50;41.662
04/04/2018  04:44:45;41.789
04/04/2018  05:51:51;42.524
04/04/2018  07:07:05;42.811
04/04/2018  08:35:32;42.457
04/04/2018  08:46:43;42.294
04/04/2018  08:47:44;43.354
04/04/2018  08:50:47;42.519
04/04/2018  09:19:16;43.119
04/04/2018  09:21:17;42.929
04/04/2018  10:17:12;42.503
04/04/2018  10:22:17;43.054
04/04/2018  10:33:28;42.827
04/04/2018  11:04:59;42.151
04/04/2018  11:06:00;42.032
04/04/2018  11:07:01;43.005
04/04/2018  11:09:03;42.894
04/04/2018  11:19:13;42.586
04/04/2018  11:56:50;41.943
04/04/2018  12:01:55;42.589
04/04/2018  12:44:37;42.165
04/04/2018  13:46:38;42.005
04/04/2018  15:23:13;41.308
04/04/2018  15:34:24;41.746
04/04/2018  17:34:22;42.181
04/04/2018  17:44:32;41.473
04/04/2018  17:56:44;41.695
04/04/2018  19:31:17;42.408
04/04/2018  20:08:54;42.135
04/04/2018  21:05:50;42.519
04/04/2018  22:37:20;42.900
04/04/2018  23:22:04;42.997
05/04/2018  00:36:17;42.735
05/04/2018  02:36:15;43.173
05/04/2018  04:31:08;42.762
05/04/2018  04:44:21;42.819
05/04/2018  04:45:22;43.578
05/04/2018  04:51:28;42.170
05/04/2018  04:52:29;43.191
05/04/2018  04:53:30;42.278
05/04/2018  04:58:35;42.835
05/04/2018  05:21:58;43.205
05/04/2018  05:33:09;42.894
05/04/2018  06:45:20;43.135
05/04/2018  08:05:39;43.492
05/04/2018  09:05:38;43.332
05/04/2018  09:19:52;43.197
05/04/2018  09:39:11;42.749
05/04/2018  11:39:09;42.308
05/04/2018  13:30:59;41.724
05/04/2018  15:14:41;41.062
05/04/2018  17:14:39;41.081
05/04/2018  19:14:37;41.016
05/04/2018  20:33:55;41.562
05/04/2018  21:33:54;41.695
05/04/2018  23:33:52;41.440
05/04/2018  23:34:53;42.511
06/04/2018  00:03:21;42.503
06/04/2018  00:04:22;43.362
06/04/2018  00:07:25;43.086
06/04/2018  00:26:44;42.794
06/04/2018  01:04:21;43.427
06/04/2018  02:38:54;43.889
06/04/2018  03:28:43;44.156
06/04/2018  03:41:56;44.327
06/04/2018  03:42:57;45.210
06/04/2018  03:43:58;44.051
06/04/2018  03:56:10;44.610
06/04/2018  04:34:48;44.867
06/04/2018  04:56:09;45.151
06/04/2018  05:06:19;44.983
06/04/2018  05:51:03;44.597
06/04/2018  05:59:11;44.146
06/04/2018  06:56:07;43.886
06/04/2018  06:57:08;43.135
06/04/2018  07:05:16;43.983
06/04/2018  08:53:02;43.727
06/04/2018  10:17:25;43.851
06/04/2018  10:18:26;42.913
06/04/2018  11:11:18;43.054
06/04/2018  11:12:19;42.122
06/04/2018  11:14:21;43.086
06/04/2018  11:41:48;42.819
06/04/2018  13:15:20;42.081
06/04/2018  13:18:23;42.702
06/04/2018  13:27:32;42.259
06/04/2018  13:39:44;42.635
06/04/2018  13:47:52;41.892
06/04/2018  15:03:06;42.343
06/04/2018  16:05:07;42.227
06/04/2018  18:05:05;41.811
06/04/2018  18:07:07;42.489
06/04/2018  18:20:20;42.203
06/04/2018  18:22:22;41.430
06/04/2018  18:27:27;41.611
06/04/2018  18:34:34;41.870
06/04/2018  18:38:38;41.632
06/04/2018  18:39:39;42.686
06/04/2018  18:41:41;41.911
06/04/2018  19:34:33;42.505
06/04/2018  20:23:21;42.697
06/04/2018  20:31:29;42.719
06/04/2018  20:32:30;43.562
06/04/2018  20:38:36;42.940
06/04/2018  21:30:27;42.973
06/04/2018  21:31:28;43.927
06/04/2018  21:33:30;42.992
06/04/2018  21:37:34;43.605
06/04/2018  22:22:18;43.708
06/04/2018  22:29:25;43.913
06/04/2018  22:30:26;42.889
06/04/2018  22:31:27;43.756
06/04/2018  23:22:17;43.881
06/04/2018  23:23:18;44.700
06/04/2018  23:25:20;44.178
06/04/2018  23:32:27;43.784
07/04/2018  00:32:26;44.027
07/04/2018  00:39:33;43.978
07/04/2018  00:40:34;43.108
07/04/2018  00:42:36;44.289
07/04/2018  00:43:37;43.484
07/04/2018  00:51:45;44.432
07/04/2018  00:52:46;43.678
07/04/2018  00:58:52;44.000
07/04/2018  02:20:12;44.148
07/04/2018  02:31:23;44.308
07/04/2018  03:34:25;43.792
07/04/2018  03:44:35;44.419
07/04/2018  04:05:56;43.670
07/04/2018  04:10:00;43.994
07/04/2018  04:32:22;44.675
07/04/2018  04:35:25;43.994
07/04/2018  04:37:27;43.897
07/04/2018  04:38:28;44.764
07/04/2018  04:40:30;43.764
07/04/2018  04:47:37;44.473
07/04/2018  04:59:49;44.030
07/04/2018  05:16:05;44.340
07/04/2018  05:25:14;44.486
07/04/2018  05:26:15;43.394
07/04/2018  05:29:18;44.097
07/04/2018  06:09:58;44.254
07/04/2018  06:10:59;43.297
07/04/2018  06:56:44;43.121
07/04/2018  06:57:45;42.340
07/04/2018  07:01:49;43.043
07/04/2018  07:27:14;42.957
07/04/2018  08:53:39;42.519
07/04/2018  09:06:52;42.032
07/04/2018  09:10:56;42.008
07/04/2018  09:11:57;42.881
07/04/2018  09:16:01;42.522
07/04/2018  09:30:15;41.811
07/04/2018  09:34:19;42.235
07/04/2018  09:43:28;42.281
07/04/2018  09:44:29;43.062
07/04/2018  09:46:31;42.135
07/04/2018  11:46:29;42.019
07/04/2018  13:46:27;42.292
07/04/2018  13:52:33;41.749
07/04/2018  13:53:34;42.522
07/04/2018  13:56:37;41.697
07/04/2018  14:00:41;41.789
07/04/2018  14:01:42;42.635
07/04/2018  14:04:45;41.973
07/04/2018  16:04:43;41.697
07/04/2018  17:55:32;42.200
07/04/2018  18:55:31;42.424
07/04/2018  20:21:56;42.962
07/04/2018  20:38:12;42.859
07/04/2018  20:39:13;42.086
07/04/2018  20:44:18;42.616
07/04/2018  21:05:39;42.751
07/04/2018  23:05:37;42.681
07/04/2018  23:43:14;42.994
08/04/2018  00:21:52;43.416
08/04/2018  00:33:03;42.735
08/04/2018  00:34:04;42.586
08/04/2018  00:35:05;43.662
08/04/2018  00:37:07;43.170
08/04/2018  00:53:23;42.976
08/04/2018  01:42:11;42.978
08/04/2018  01:43:12;43.789
