
"Time";"HTI888A";
"29/03/2018  18:27:17";"43,746";
"29/03/2018  18:51:17";"41,410";
"29/03/2018  18:59:17";"40,639";
"29/03/2018  19:15:17";"39,267";
"29/03/2018  19:41:17";"37,625";
"29/03/2018  19:49:17";"37,166";
"29/03/2018  20:01:17";"36,515";
"29/03/2018  20:45:17";"34,382";
"29/03/2018  21:03:17";"33,960";
"29/03/2018  21:25:17";"33,157";
"29/03/2018  21:45:17";"32,777";
"29/03/2018  22:01:17";"32,281";
"29/03/2018  22:21:17";"31,823";
"29/03/2018  22:51:17";"31,333";
"29/03/2018  23:23:17";"30,869";
"29/03/2018  23:57:17";"30,488";
"30/03/2018  00:41:17";"30,034";
"30/03/2018  01:13:17";"29,576";
"30/03/2018  01:59:17";"29,122";
"30/03/2018  02:35:17";"28,736";
"30/03/2018  03:45:17";"28,319";
"30/03/2018  05:21:17";"27,824";
"30/03/2018  06:31:17";"27,370";
"30/03/2018  08:29:17";"27,105";
"30/03/2018  10:29:17";"27,412";
"30/03/2018  12:27:17";"27,746";
"30/03/2018  13:55:17";"28,210";
"30/03/2018  15:41:17";"28,622";
"30/03/2018  17:41:17";"29,044";
"30/03/2018  19:41:17";"29,122";
"30/03/2018  21:41:17";"28,814";
"30/03/2018  23:39:17";"28,356";
"31/03/2018  01:35:17";"27,866";
"31/03/2018  02:25:17";"27,443";
"31/03/2018  04:23:17";"26,948";
"31/03/2018  06:21:17";"26,802";
"31/03/2018  08:21:17";"26,839";
"31/03/2018  10:21:17";"26,802";
"31/03/2018  12:21:17";"26,839";
"31/03/2018  13:51:17";"26,343";
"31/03/2018  15:01:17";"25,926";
"31/03/2018  15:43:17";"25,770";
"31/03/2018  15:45:17";"36,859";
"31/03/2018  15:47:17";"43,131";
"31/03/2018  15:49:17";"45,435";
"31/03/2018  15:53:17";"47,619";
"31/03/2018  16:03:17";"50,805";
"31/03/2018  16:35:17";"57,900";
"31/03/2018  16:47:17";"59,287";
"31/03/2018  16:49:17";"59,287";
"31/03/2018  16:51:17";"58,630";
"31/03/2018  16:59:17";"58,057";
"31/03/2018  18:59:17";"57,744";
"31/03/2018  20:57:17";"57,587";
"31/03/2018  22:57:17";"58,057";
"01/04/2018  00:57:17";"57,744";
"01/04/2018  02:57:17";"57,900";
"01/04/2018  04:55:17";"57,931";
"01/04/2018  06:53:17";"57,744";
"01/04/2018  08:51:17";"57,744";
"01/04/2018  10:51:17";"58,057";
"01/04/2018  12:49:17";"58,359";
"01/04/2018  14:49:17";"58,474";
"01/04/2018  16:49:17";"58,474";
"01/04/2018  18:47:17";"58,359";
"01/04/2018  20:45:17";"58,249";
"01/04/2018  22:45:17";"57,900";
"02/04/2018  00:45:17";"57,744";
"02/04/2018  02:43:17";"57,587";
"02/04/2018  04:43:17";"57,629";
"02/04/2018  06:41:17";"57,436";
"02/04/2018  08:41:17";"57,629";
"02/04/2018  09:59:17";"58,057";
"02/04/2018  11:57:17";"58,359";
"02/04/2018  13:21:17";"58,786";
"02/04/2018  15:19:17";"59,016";
"02/04/2018  17:19:17";"58,979";
"02/04/2018  19:19:17";"59,130";
"02/04/2018  21:17:17";"59,130";
"02/04/2018  23:17:17";"58,979";
"03/04/2018  01:15:17";"59,130";
"03/04/2018  03:15:17";"59,250";
"03/04/2018  05:15:17";"59,130";
"03/04/2018  07:13:17";"59,130";
"03/04/2018  09:11:17";"59,172";
"03/04/2018  11:11:17";"59,130";
"03/04/2018  13:09:17";"59,287";
"03/04/2018  15:09:17";"59,329";
"03/04/2018  17:07:17";"59,287";
"03/04/2018  19:07:17";"59,287";
"03/04/2018  21:07:17";"59,480";
"03/04/2018  23:05:17";"59,287";
"04/04/2018  01:03:17";"59,287";
"04/04/2018  03:03:17";"59,250";
"04/04/2018  05:03:17";"59,172";
"04/04/2018  07:01:17";"58,979";
"04/04/2018  08:59:17";"59,016";
"04/04/2018  10:59:17";"59,329";
"04/04/2018  12:57:17";"59,130";
"04/04/2018  14:57:17";"59,329";
"04/04/2018  16:55:17";"59,287";
"04/04/2018  18:55:17";"58,979";
"04/04/2018  20:55:17";"58,979";
"04/04/2018  22:53:17";"58,865";
"05/04/2018  00:51:17";"59,130";
"05/04/2018  02:17:17";"58,938";
"05/04/2018  04:05:17";"58,630";
"05/04/2018  06:05:17";"58,515";
"05/04/2018  08:03:17";"58,515";
"05/04/2018  09:33:17";"58,979";
"05/04/2018  11:31:17";"59,094";
"05/04/2018  13:29:17";"59,250";
"05/04/2018  15:29:17";"59,402";
"05/04/2018  17:27:17";"59,209";
"05/04/2018  19:25:17";"59,057";
"05/04/2018  21:25:17";"58,630";
"05/04/2018  23:23:17";"58,666";
"06/04/2018  01:21:17";"58,281";
"06/04/2018  03:21:17";"58,010";
"06/04/2018  05:21:17";"58,166";
"06/04/2018  07:19:17";"58,166";
"06/04/2018  09:17:17";"58,515";
"06/04/2018  11:17:17";"58,666";
"06/04/2018  13:15:17";"58,823";
"06/04/2018  15:15:17";"58,786";
"06/04/2018  17:15:17";"58,979";
"06/04/2018  19:13:17";"58,823";
"06/04/2018  21:13:17";"58,666";
"06/04/2018  23:11:17";"58,395";
"07/04/2018  01:09:17";"58,249";
"07/04/2018  03:09:17";"58,166";
"07/04/2018  05:09:17";"58,395";
"07/04/2018  07:07:17";"58,395";
"07/04/2018  09:07:17";"58,865";
"07/04/2018  11:07:17";"58,823";
"07/04/2018  13:05:17";"58,938";
"07/04/2018  15:05:17";"58,938";
"07/04/2018  17:05:17";"59,130";
"07/04/2018  19:03:17";"58,938";
"07/04/2018  21:03:17";"58,979";
"07/04/2018  23:03:17";"59,016";
"08/04/2018  01:01:17";"58,979";
"08/04/2018  03:01:17";"58,979";
"08/04/2018  04:59:17";"58,979";
"08/04/2018  06:57:17";"58,938";
"08/04/2018  08:57:17";"58,979";
"08/04/2018  10:55:17";"59,130";
"08/04/2018  12:53:17";"59,130";
"08/04/2018  14:51:17";"59,057";
"08/04/2018  16:49:17";"59,250";
"08/04/2018  18:49:17";"59,130";
"08/04/2018  20:15:17";"58,786";
"08/04/2018  21:07:17";"58,437";
"08/04/2018  21:31:17";"57,978";
"08/04/2018  23:29:17";"58,474";
"09/04/2018  01:27:17";"58,057";
"09/04/2018  03:27:17";"58,359";
"09/04/2018  05:25:17";"58,249";
"09/04/2018  07:25:17";"58,249";
"09/04/2018  09:23:17";"58,515";
"09/04/2018  11:23:17";"58,630";
"09/04/2018  13:21:17";"58,823";
"09/04/2018  15:21:17";"59,057";
"09/04/2018  17:21:17";"59,094";
"09/04/2018  19:19:17";"58,786";
"09/04/2018  21:19:17";"58,588";
"09/04/2018  23:17:17";"58,515";
"10/04/2018  01:15:17";"58,474";
"10/04/2018  03:13:17";"58,010";
"10/04/2018  04:57:17";"58,474";
"10/04/2018  06:57:17";"58,786";
"10/04/2018  08:49:17";"58,437";
"10/04/2018  10:47:17";"58,823";
"10/04/2018  12:45:17";"59,130";
"10/04/2018  12:57:17";"59,016";
"10/04/2018  12:57:17";"59,016";
"10/04/2018  12:58:59";"59,130";
"10/04/2018  14:58:56";"58,979";
"10/04/2018  16:58:56";"59,250";
"10/04/2018  18:58:56";"59,172";
"10/04/2018  20:56:56";"58,979";
"10/04/2018  22:56:56";"59,130";
"11/04/2018  00:56:56";"58,979";
"11/04/2018  02:56:56";"58,786";
"11/04/2018  04:54:56";"58,979";
"11/04/2018  06:54:56";"59,094";
"11/04/2018  08:52:56";"59,287";
"11/04/2018  10:52:56";"59,130";
"11/04/2018  12:50:56";"58,865";
"11/04/2018  14:50:56";"58,938";
"11/04/2018  16:48:56";"59,094";
"11/04/2018  18:46:56";"58,979";
"11/04/2018  20:46:56";"58,666";
"11/04/2018  22:44:56";"58,359";
"12/04/2018  00:44:56";"58,395";
"12/04/2018  02:44:56";"58,057";
"12/04/2018  04:42:56";"58,057";
"12/04/2018  06:42:56";"58,166";
"12/04/2018  08:28:56";"58,359";
"12/04/2018  09:54:56";"58,552";
"12/04/2018  11:30:56";"58,786";
"12/04/2018  13:30:56";"58,474";
"12/04/2018  15:28:56";"58,666";
"12/04/2018  17:28:56";"58,515";
"12/04/2018  19:26:56";"58,515";
"12/04/2018  21:26:56";"58,395";
"12/04/2018  23:26:56";"58,395";
"13/04/2018  01:26:56";"58,328";
"13/04/2018  03:26:56";"58,359";
"13/04/2018  05:26:56";"58,057";
"13/04/2018  07:24:56";"58,515";
"13/04/2018  09:00:56";"58,979";
"13/04/2018  09:56:56";"59,329";
"13/04/2018  11:56:56";"59,329";
"13/04/2018  13:56:56";"59,287";
"13/04/2018  15:54:56";"59,329";
"13/04/2018  17:52:56";"59,329";
"13/04/2018  19:52:56";"59,250";
"13/04/2018  21:50:56";"59,130";
"13/04/2018  23:50:56";"59,130";
"14/04/2018  01:48:56";"59,287";
"14/04/2018  03:46:56";"59,250";
"14/04/2018  05:44:56";"59,130";
"14/04/2018  07:44:56";"59,094";
"14/04/2018  09:42:56";"59,287";
"14/04/2018  11:42:56";"59,250";
"14/04/2018  13:42:56";"59,287";
"14/04/2018  15:42:56";"59,250";
"14/04/2018  17:40:56";"59,130";
"14/04/2018  19:40:56";"59,287";
"14/04/2018  21:38:56";"59,287";
"14/04/2018  23:38:56";"59,329";
"15/04/2018  01:36:56";"59,329";
"15/04/2018  03:36:56";"59,329";
"15/04/2018  05:36:56";"59,329";
"15/04/2018  07:36:56";"59,287";
"15/04/2018  09:34:56";"59,250";
"15/04/2018  11:32:56";"59,287";
"15/04/2018  13:30:56";"59,636";
"15/04/2018  15:30:56";"59,600";
"15/04/2018  16:30:56";"59,250";
"15/04/2018  18:30:56";"59,443";
"15/04/2018  20:30:56";"59,287";
"15/04/2018  22:30:56";"59,172";
"16/04/2018  00:28:56";"59,094";
"16/04/2018  02:28:56";"59,130";
"16/04/2018  04:26:56";"58,745";
"16/04/2018  06:26:56";"58,979";
"16/04/2018  08:26:56";"58,979";
"16/04/2018  10:24:56";"59,250";
"16/04/2018  12:22:56";"59,287";
"16/04/2018  14:22:56";"59,402";
"16/04/2018  16:20:56";"59,443";
"16/04/2018  16:40:56";"59,209";
"16/04/2018  18:40:56";"59,094";
"16/04/2018  20:40:56";"58,823";
"16/04/2018  22:40:56";"59,287";
"17/04/2018  00:38:56";"58,979";
"17/04/2018  02:36:56";"59,130";
"17/04/2018  04:18:56";"58,786";
"17/04/2018  06:18:56";"59,016";
"17/04/2018  08:18:56";"58,630";
"17/04/2018  10:18:56";"58,823";
"17/04/2018  12:16:56";"59,209";
"17/04/2018  14:16:56";"59,287";
"17/04/2018  16:16:56";"59,480";
"17/04/2018  18:14:56";"59,172";
"17/04/2018  20:14:56";"59,016";
"17/04/2018  22:12:56";"59,016";
"18/04/2018  00:12:56";"59,130";
"18/04/2018  02:12:56";"58,865";
"18/04/2018  04:10:56";"58,708";
"18/04/2018  06:08:56";"58,865";
"18/04/2018  08:06:56";"58,823";
"18/04/2018  09:26:56";"59,172";
"18/04/2018  11:24:56";"58,979";
"18/04/2018  13:22:56";"58,979";
"18/04/2018  15:22:56";"58,938";
"18/04/2018  17:22:56";"59,250";
"18/04/2018  19:20:56";"59,094";
"18/04/2018  20:38:56";"58,786";
"18/04/2018  22:38:56";"58,865";
"19/04/2018  00:36:56";"58,786";
"19/04/2018  02:36:56";"59,057";
"19/04/2018  04:34:56";"59,250";
"19/04/2018  05:18:56";"58,786";
"19/04/2018  07:18:56";"58,938";
"19/04/2018  09:18:56";"59,287";
"19/04/2018  11:18:56";"59,287";
"19/04/2018  13:18:56";"59,402";
"19/04/2018  15:18:56";"59,402";
"19/04/2018  17:16:56";"59,402";
"19/04/2018  19:16:56";"59,130";
"19/04/2018  21:16:56";"58,865";
"19/04/2018  23:16:56";"58,865";
"20/04/2018  01:14:56";"58,823";
"20/04/2018  03:14:56";"58,630";
"20/04/2018  04:46:56";"58,823";
"20/04/2018  06:46:56";"58,823";
"20/04/2018  08:44:56";"58,823";
"20/04/2018  10:44:56";"59,250";
"20/04/2018  12:44:56";"59,443";
"20/04/2018  14:44:56";"59,443";
"20/04/2018  16:42:56";"59,402";
"20/04/2018  18:42:56";"59,057";
"20/04/2018  20:40:56";"58,666";
"20/04/2018  22:02:56";"59,057";
"21/04/2018  00:02:56";"59,016";
"21/04/2018  02:00:56";"58,630";
"21/04/2018  04:00:56";"58,786";
"21/04/2018  05:58:56";"58,823";
"21/04/2018  07:56:57";"58,786";
"21/04/2018  09:56:56";"58,938";
"21/04/2018  11:54:56";"59,094";
"21/04/2018  13:54:56";"59,250";
"21/04/2018  15:52:56";"59,402";
"21/04/2018  17:50:56";"59,250";
"21/04/2018  19:48:56";"59,094";
"21/04/2018  21:48:56";"59,130";
"21/04/2018  23:48:56";"58,938";
"22/04/2018  01:46:56";"58,823";
"22/04/2018  03:44:56";"58,938";
"22/04/2018  05:44:56";"58,823";
"22/04/2018  07:44:56";"58,979";
"22/04/2018  09:42:56";"58,786";
"22/04/2018  10:40:56";"59,094";
"22/04/2018  12:40:56";"59,402";
"22/04/2018  14:38:56";"59,287";
"22/04/2018  16:38:56";"59,558";
"22/04/2018  18:36:56";"59,402";
"22/04/2018  20:36:56";"58,979";
"22/04/2018  21:16:56";"58,786";
"22/04/2018  23:16:56";"58,630";
"23/04/2018  01:14:57";"58,786";
"23/04/2018  03:14:56";"58,938";
"23/04/2018  05:14:56";"58,823";
"23/04/2018  07:14:56";"58,786";
"23/04/2018  09:12:56";"58,786";
"23/04/2018  10:50:56";"59,250";
"23/04/2018  12:50:56";"59,287";
"23/04/2018  14:50:56";"59,287";
