
"Time";"HTI886";
"16/03/2018  04:13:53";"69,859";
"16/03/2018  04:15:53";"69,040";
"16/03/2018  04:19:53";"69,698";
"16/03/2018  04:35:53";"69,386";
"16/03/2018  04:37:53";"70,322";
"16/03/2018  04:39:53";"69,542";
"16/03/2018  04:43:53";"69,698";
"16/03/2018  04:45:53";"68,918";
"16/03/2018  04:47:53";"70,005";
"16/03/2018  04:53:53";"69,659";
"16/03/2018  05:05:53";"69,859";
"16/03/2018  05:07:53";"70,278";
"16/03/2018  05:09:53";"69,347";
"16/03/2018  05:13:53";"69,235";
"16/03/2018  05:15:53";"69,859";
"16/03/2018  05:31:53";"69,815";
"16/03/2018  05:41:53";"69,386";
"16/03/2018  05:53:53";"69,235";
"16/03/2018  05:55:53";"70,473";
"16/03/2018  05:57:53";"69,659";
"16/03/2018  05:59:53";"70,322";
"16/03/2018  06:01:53";"69,542";
"16/03/2018  06:23:53";"69,815";
"16/03/2018  06:29:53";"70,005";
"16/03/2018  06:31:53";"69,191";
"16/03/2018  06:33:53";"69,927";
"16/03/2018  06:37:53";"69,815";
"16/03/2018  06:41:53";"69,040";
"16/03/2018  06:43:53";"69,542";
"16/03/2018  07:01:53";"70,005";
"16/03/2018  07:03:53";"70,166";
"16/03/2018  07:05:53";"69,386";
"16/03/2018  07:15:53";"69,235";
"16/03/2018  07:17:53";"70,122";
"16/03/2018  07:19:53";"69,542";
"16/03/2018  07:21:53";"70,166";
"16/03/2018  07:27:53";"69,971";
"16/03/2018  07:29:53";"69,347";
"16/03/2018  07:31:53";"70,122";
"16/03/2018  07:33:53";"69,347";
"16/03/2018  07:39:53";"69,191";
"16/03/2018  07:41:53";"69,971";
"16/03/2018  07:47:53";"69,971";
"16/03/2018  07:49:53";"69,191";
"16/03/2018  07:51:53";"70,322";
"16/03/2018  07:55:53";"70,322";
"16/03/2018  07:57:53";"69,235";
"16/03/2018  07:59:53";"70,322";
"16/03/2018  08:03:53";"69,698";
"16/03/2018  08:59:53";"69,386";
"16/03/2018  09:03:53";"69,386";
"16/03/2018  09:05:53";"68,611";
"16/03/2018  09:07:53";"69,347";
"16/03/2018  09:13:53";"69,001";
"16/03/2018  09:41:53";"69,040";
"16/03/2018  09:57:53";"69,001";
"16/03/2018  09:59:53";"68,377";
"16/03/2018  10:01:53";"69,001";
"16/03/2018  10:17:53";"69,040";
"16/03/2018  11:29:53";"68,918";
"16/03/2018  11:31:53";"69,815";
"16/03/2018  11:33:53";"69,235";
"16/03/2018  11:35:53";"69,508";
"16/03/2018  11:37:53";"68,728";
"16/03/2018  11:39:53";"69,508";
"16/03/2018  11:45:53";"69,157";
"16/03/2018  11:47:53";"68,572";
"16/03/2018  11:49:53";"69,157";
"16/03/2018  11:51:53";"68,572";
"16/03/2018  11:53:53";"69,347";
"16/03/2018  12:03:53";"68,884";
"16/03/2018  12:27:53";"69,235";
"16/03/2018  12:39:53";"69,191";
"16/03/2018  12:41:53";"68,572";
"16/03/2018  12:43:53";"69,313";
"16/03/2018  13:47:53";"69,698";
"16/03/2018  15:47:53";"69,659";
"16/03/2018  16:11:53";"69,698";
"16/03/2018  16:41:53";"69,815";
"16/03/2018  16:43:53";"70,434";
"16/03/2018  16:47:53";"70,166";
"16/03/2018  16:57:53";"69,698";
"16/03/2018  17:09:53";"69,815";
"16/03/2018  17:11:53";"70,322";
"16/03/2018  17:17:53";"69,971";
"16/03/2018  18:31:53";"69,859";
"16/03/2018  18:33:53";"70,473";
"16/03/2018  18:53:53";"70,166";
"16/03/2018  19:51:53";"69,815";
"16/03/2018  19:59:53";"70,244";
"16/03/2018  20:19:53";"70,278";
"16/03/2018  20:21:53";"69,347";
"16/03/2018  20:25:53";"70,278";
"16/03/2018  20:27:53";"69,659";
"16/03/2018  20:31:53";"69,620";
"16/03/2018  20:33:53";"70,278";
"16/03/2018  20:43:53";"70,244";
"16/03/2018  20:47:53";"70,400";
"16/03/2018  20:49:53";"69,620";
"16/03/2018  20:53:53";"70,244";
"16/03/2018  21:07:53";"70,244";
"16/03/2018  21:09:53";"69,620";
"16/03/2018  21:11:53";"70,278";
"16/03/2018  21:17:53";"69,815";
"16/03/2018  21:19:53";"69,157";
"16/03/2018  21:21:53";"70,244";
"16/03/2018  21:45:53";"70,244";
"16/03/2018  21:47:53";"69,508";
"16/03/2018  22:03:53";"70,434";
"16/03/2018  22:09:53";"70,322";
"16/03/2018  22:15:53";"70,166";
"16/03/2018  22:17:53";"69,386";
"16/03/2018  22:19:53";"70,278";
"16/03/2018  22:29:53";"70,166";
"16/03/2018  22:43:53";"70,122";
"16/03/2018  22:45:53";"69,347";
"16/03/2018  22:49:53";"70,434";
"16/03/2018  22:51:53";"69,659";
"16/03/2018  22:53:53";"70,278";
"16/03/2018  23:03:53";"70,166";
"16/03/2018  23:05:53";"69,542";
"16/03/2018  23:07:53";"70,278";
"16/03/2018  23:11:53";"69,815";
"16/03/2018  23:35:53";"70,088";
"16/03/2018  23:41:53";"70,088";
"16/03/2018  23:43:53";"69,313";
"16/03/2018  23:45:53";"70,088";
"16/03/2018  23:53:53";"69,620";
"16/03/2018  23:57:53";"69,927";
"17/03/2018  00:29:53";"70,088";
"17/03/2018  00:31:53";"69,269";
"17/03/2018  00:33:53";"70,244";
"17/03/2018  00:41:53";"69,347";
"17/03/2018  00:45:53";"70,122";
"17/03/2018  00:49:53";"70,122";
"17/03/2018  00:51:53";"69,508";
"17/03/2018  00:53:53";"70,122";
"17/03/2018  01:07:53";"69,815";
"17/03/2018  01:15:53";"69,698";
"17/03/2018  01:17:53";"70,322";
"17/03/2018  01:21:53";"69,815";
"17/03/2018  01:37:53";"69,659";
"17/03/2018  01:39:53";"69,079";
"17/03/2018  01:41:53";"69,698";
"17/03/2018  01:49:53";"69,659";
"17/03/2018  01:51:53";"70,278";
"17/03/2018  01:53:53";"69,508";
"17/03/2018  01:55:53";"70,322";
"17/03/2018  01:57:53";"69,508";
"17/03/2018  02:21:53";"70,005";
"17/03/2018  02:25:53";"69,859";
"17/03/2018  02:29:53";"70,005";
"17/03/2018  02:31:53";"69,235";
"17/03/2018  02:37:53";"69,079";
"17/03/2018  02:39:53";"69,859";
"17/03/2018  02:43:53";"69,859";
"17/03/2018  02:45:53";"69,191";
"17/03/2018  02:49:53";"69,815";
"17/03/2018  02:53:53";"69,815";
"17/03/2018  02:55:53";"69,191";
"17/03/2018  03:11:53";"69,235";
"17/03/2018  03:15:53";"69,079";
"17/03/2018  03:17:53";"69,859";
"17/03/2018  03:27:53";"69,698";
"17/03/2018  03:29:53";"69,079";
"17/03/2018  03:31:53";"69,659";
"17/03/2018  03:37:53";"69,815";
"17/03/2018  03:39:53";"68,884";
"17/03/2018  03:41:53";"69,659";
"17/03/2018  03:51:53";"69,698";
"17/03/2018  03:53:53";"69,079";
"17/03/2018  03:55:53";"69,971";
"17/03/2018  03:59:53";"69,508";
"17/03/2018  04:01:53";"69,386";
"17/03/2018  04:03:53";"68,728";
"17/03/2018  04:05:53";"69,659";
"17/03/2018  04:29:53";"69,347";
"17/03/2018  04:49:53";"69,347";
"17/03/2018  04:51:53";"68,728";
"17/03/2018  04:53:53";"69,859";
"17/03/2018  04:55:53";"69,079";
"17/03/2018  04:59:53";"68,772";
