
"Time";"HTI889G";
"23/08/2018  17:52:54";"54,464";
"23/08/2018  18:46:54";"54,006";
"23/08/2018  20:46:54";"54,235";
"23/08/2018  22:46:54";"54,464";
"24/08/2018  00:46:54";"54,423";
"24/08/2018  02:46:54";"54,464";
"24/08/2018  04:46:54";"54,736";
"24/08/2018  06:00:54";"55,085";
"24/08/2018  07:36:54";"54,892";
"24/08/2018  09:36:54";"55,043";
"24/08/2018  10:38:54";"55,502";
"24/08/2018  10:56:54";"55,851";
"24/08/2018  11:44:54";"56,279";
"24/08/2018  12:36:54";"56,774";
"24/08/2018  13:42:54";"57,087";
"24/08/2018  15:42:54";"56,894";
"24/08/2018  17:42:54";"57,087";
"24/08/2018  19:40:54";"56,774";
"24/08/2018  21:18:54";"56,315";
"24/08/2018  22:02:54";"56,008";
"24/08/2018  23:30:54";"55,544";
"25/08/2018  01:28:54";"55,580";
"25/08/2018  03:28:54";"55,580";
"25/08/2018  05:28:54";"55,236";
"25/08/2018  07:26:54";"55,085";
"25/08/2018  09:24:54";"55,387";
"25/08/2018  11:16:54";"55,700";
"25/08/2018  12:42:54";"56,044";
"25/08/2018  14:40:54";"56,122";
"25/08/2018  16:40:54";"56,201";
"25/08/2018  18:36:54";"55,851";
"25/08/2018  20:36:54";"55,580";
"25/08/2018  22:34:54";"55,387";
"26/08/2018  00:32:54";"55,163";
"26/08/2018  02:32:54";"54,965";
"26/08/2018  04:30:54";"55,121";
"26/08/2018  05:30:54";"54,657";
"26/08/2018  07:02:54";"54,355";
"26/08/2018  09:00:54";"54,355";
"26/08/2018  10:36:54";"54,850";
"26/08/2018  12:34:54";"55,007";
"26/08/2018  14:34:54";"55,007";
"26/08/2018  15:22:54";"55,387";
"26/08/2018  17:20:54";"55,544";
"26/08/2018  18:50:54";"55,121";
"26/08/2018  20:38:54";"54,657";
"26/08/2018  22:36:54";"54,308";
"27/08/2018  00:36:54";"54,157";
"27/08/2018  02:36:54";"53,891";
"27/08/2018  04:34:54";"53,542";
"27/08/2018  06:34:54";"53,198";
"27/08/2018  08:32:54";"53,385";
"27/08/2018  09:38:54";"53,735";
"27/08/2018  10:46:54";"54,157";
"27/08/2018  11:44:54";"54,501";
"27/08/2018  13:44:54";"54,814";
"27/08/2018  15:30:54";"55,163";
"27/08/2018  17:30:54";"55,278";
"27/08/2018  19:30:54";"55,314";
"27/08/2018  21:28:54";"55,465";
"27/08/2018  23:04:54";"55,121";
"28/08/2018  01:04:54";"54,772";
"28/08/2018  02:58:54";"54,308";
"28/08/2018  04:56:54";"54,199";
"28/08/2018  06:56:54";"54,042";
"28/08/2018  08:56:54";"54,199";
"28/08/2018  09:54:54";"54,657";
"28/08/2018  10:38:54";"54,965";
"28/08/2018  11:36:54";"55,434";
"28/08/2018  13:36:54";"55,580";
"28/08/2018  15:36:54";"55,929";
"28/08/2018  17:36:54";"55,815";
"28/08/2018  19:36:54";"55,893";
"28/08/2018  21:02:54";"55,465";
"28/08/2018  23:02:54";"55,434";
"29/08/2018  00:22:54";"54,965";
"29/08/2018  02:22:54";"55,085";
"29/08/2018  04:22:54";"55,121";
"29/08/2018  06:22:54";"54,814";
"29/08/2018  08:20:54";"54,814";
"29/08/2018  10:20:54";"55,163";
"29/08/2018  12:18:54";"55,544";
"29/08/2018  12:46:54";"55,737";
"29/08/2018  13:28:54";"56,086";
"29/08/2018  15:14:54";"56,503";
"29/08/2018  17:14:54";"56,550";
"29/08/2018  19:14:54";"56,393";
"29/08/2018  21:14:54";"56,242";
"29/08/2018  23:12:54";"56,086";
"30/08/2018  00:14:54";"55,622";
"30/08/2018  02:14:54";"55,580";
"30/08/2018  04:14:54";"55,278";
"30/08/2018  05:20:54";"54,928";
"30/08/2018  07:20:54";"54,814";
"30/08/2018  09:18:54";"55,278";
"30/08/2018  10:34:54";"55,737";
"30/08/2018  12:04:54";"56,164";
"30/08/2018  13:38:54";"56,550";
"30/08/2018  15:36:54";"56,816";
"30/08/2018  17:34:54";"57,009";
"30/08/2018  19:34:54";"56,852";
"30/08/2018  21:16:54";"56,357";
"30/08/2018  22:18:54";"55,893";
"30/08/2018  23:08:54";"55,434";
"31/08/2018  01:08:54";"55,314";
"31/08/2018  03:06:54";"55,085";
"31/08/2018  05:06:54";"55,278";
"31/08/2018  07:02:54";"55,007";
"31/08/2018  07:42:54";"54,657";
"31/08/2018  09:40:54";"54,694";
"31/08/2018  10:28:54";"55,163";
"31/08/2018  12:14:54";"55,622";
"31/08/2018  14:00:54";"56,086";
"31/08/2018  15:58:54";"56,393";
"31/08/2018  17:58:54";"56,242";
"31/08/2018  19:54:54";"55,893";
"31/08/2018  21:36:54";"55,434";
"31/08/2018  23:36:54";"55,387";
"01/09/2018  01:34:54";"54,965";
"01/09/2018  03:32:54";"54,965";
"01/09/2018  05:32:54";"54,694";
"01/09/2018  07:32:54";"54,850";
"01/09/2018  09:32:54";"54,850";
"01/09/2018  11:06:54";"55,236";
"01/09/2018  11:50:54";"55,465";
"01/09/2018  12:36:54";"55,773";
"01/09/2018  13:32:54";"56,201";
"01/09/2018  15:30:54";"56,393";
"01/09/2018  17:28:54";"56,086";
"01/09/2018  19:26:54";"55,622";
"01/09/2018  21:10:54";"55,163";
"01/09/2018  23:10:54";"54,850";
"02/09/2018  01:10:54";"54,850";
"02/09/2018  03:10:54";"54,543";
"02/09/2018  04:56:54";"54,199";
"02/09/2018  06:56:54";"53,891";
"02/09/2018  08:56:54";"54,042";
"02/09/2018  09:58:54";"54,355";
"02/09/2018  10:50:54";"54,850";
"02/09/2018  12:12:54";"55,314";
"02/09/2018  14:10:54";"55,465";
"02/09/2018  16:10:54";"55,773";
"02/09/2018  18:10:54";"55,314";
"02/09/2018  20:10:54";"54,965";
"02/09/2018  22:10:54";"54,543";
"03/09/2018  00:10:54";"54,386";
"03/09/2018  02:08:54";"54,199";
"03/09/2018  04:08:54";"54,157";
"03/09/2018  06:06:54";"53,891";
"03/09/2018  08:04:54";"53,578";
"03/09/2018  09:20:54";"53,927";
"03/09/2018  10:20:54";"54,386";
"03/09/2018  11:44:54";"54,814";
"03/09/2018  13:00:54";"55,163";
"03/09/2018  14:00:54";"55,465";
"03/09/2018  15:18:54";"55,893";
"03/09/2018  17:18:54";"56,086";
"03/09/2018  19:18:54";"55,893";
"03/09/2018  21:18:54";"55,737";
"03/09/2018  22:52:54";"55,387";
"04/09/2018  00:52:54";"55,163";
"04/09/2018  02:52:54";"54,965";
"04/09/2018  04:52:54";"55,163";
"04/09/2018  06:50:54";"55,278";
"04/09/2018  08:48:54";"55,580";
"04/09/2018  10:44:54";"56,044";
"04/09/2018  12:44:54";"56,357";
"04/09/2018  14:42:54";"56,357";
"04/09/2018  16:42:54";"56,242";
"04/09/2018  18:40:54";"56,357";
"04/09/2018  20:20:54";"55,893";
"04/09/2018  21:24:54";"55,465";
"04/09/2018  23:24:54";"55,434";
"05/09/2018  01:12:54";"55,929";
"05/09/2018  03:12:54";"55,893";
"05/09/2018  04:04:54";"55,580";
"05/09/2018  06:04:54";"55,580";
"05/09/2018  08:04:54";"56,044";
"05/09/2018  09:26:54";"56,393";
"05/09/2018  11:26:54";"56,706";
"05/09/2018  13:24:54";"56,550";
"05/09/2018  15:24:54";"56,393";
"05/09/2018  16:42:54";"56,816";
"05/09/2018  18:42:54";"57,087";
"05/09/2018  20:14:54";"56,659";
"05/09/2018  22:14:54";"56,550";
"06/09/2018  00:12:54";"56,357";
"06/09/2018  02:02:54";"56,044";
"06/09/2018  04:02:54";"55,700";
"06/09/2018  06:02:54";"55,737";
"06/09/2018  08:02:54";"55,580";
"06/09/2018  09:38:54";"55,893";
"06/09/2018  11:38:54";"56,357";
"06/09/2018  13:16:54";"56,852";
"06/09/2018  14:54:54";"57,316";
"06/09/2018  16:54:54";"57,587";
"06/09/2018  18:52:54";"57,280";
"06/09/2018  19:38:54";"56,852";
"06/09/2018  21:18:54";"56,357";
"06/09/2018  22:32:54";"55,893";
"07/09/2018  00:30:54";"55,622";
"07/09/2018  01:32:54";"55,163";
"07/09/2018  03:32:54";"55,085";
"07/09/2018  05:32:54";"55,387";
"07/09/2018  07:32:54";"55,007";
"07/09/2018  09:14:54";"55,434";
"07/09/2018  10:46:54";"55,929";
"07/09/2018  12:46:54";"56,086";
"07/09/2018  14:46:54";"55,929";
"07/09/2018  16:38:54";"55,465";
"07/09/2018  17:14:54";"55,121";
"07/09/2018  19:14:54";"55,314";
"07/09/2018  21:14:54";"55,278";
"07/09/2018  23:12:54";"55,121";
"08/09/2018  01:12:54";"54,965";
"08/09/2018  03:12:54";"54,928";
"08/09/2018  05:12:54";"54,814";
"08/09/2018  07:10:54";"54,621";
"08/09/2018  09:10:54";"54,965";
"08/09/2018  11:10:54";"55,314";
"08/09/2018  12:18:54";"55,737";
"08/09/2018  14:18:54";"56,008";
"08/09/2018  15:38:54";"56,503";
"08/09/2018  17:38:54";"56,503";
"08/09/2018  19:36:54";"56,086";
"08/09/2018  21:36:54";"56,044";
"08/09/2018  23:36:54";"55,737";
"09/09/2018  00:50:54";"55,434";
"09/09/2018  01:30:54";"55,121";
"09/09/2018  03:30:54";"55,278";
"09/09/2018  05:30:54";"55,465";
"09/09/2018  07:30:54";"55,278";
"09/09/2018  09:30:54";"55,737";
"09/09/2018  11:18:54";"56,086";
"09/09/2018  13:16:54";"56,315";
"09/09/2018  15:16:54";"56,659";
"09/09/2018  17:16:54";"56,628";
"09/09/2018  19:16:54";"56,201";
"09/09/2018  21:16:54";"56,242";
"09/09/2018  23:14:54";"56,044";
"10/09/2018  01:12:54";"56,242";
"10/09/2018  03:12:54";"56,357";
"10/09/2018  04:52:54";"55,893";
"10/09/2018  06:18:54";"55,580";
"10/09/2018  07:22:54";"55,971";
"10/09/2018  08:42:54";"56,315";
"10/09/2018  10:42:54";"56,503";
"10/09/2018  12:42:54";"56,242";
"10/09/2018  14:40:54";"56,628";
"10/09/2018  16:40:54";"56,503";
"10/09/2018  18:40:54";"56,659";
"10/09/2018  20:38:54";"56,503";
"10/09/2018  22:36:54";"56,242";
"11/09/2018  00:36:54";"56,044";
"11/09/2018  01:30:54";"55,580";
"11/09/2018  03:30:54";"55,387";
"11/09/2018  05:30:54";"55,278";
"11/09/2018  07:30:54";"54,928";
"11/09/2018  08:44:54";"55,278";
"11/09/2018  09:42:54";"55,773";
"11/09/2018  11:06:54";"56,122";
"11/09/2018  12:10:54";"56,550";
"11/09/2018  14:10:54";"56,852";
"11/09/2018  16:10:54";"57,087";
"11/09/2018  16:36:54";"56,774";
"11/09/2018  18:36:54";"56,738";
"11/09/2018  20:34:54";"56,279";
"11/09/2018  22:34:54";"55,815";
"12/09/2018  00:34:54";"55,815";
"12/09/2018  02:10:54";"55,387";
"12/09/2018  02:58:54";"55,043";
"12/09/2018  04:58:54";"54,736";
"12/09/2018  06:56:54";"54,736";
"12/09/2018  08:56:54";"54,892";
"12/09/2018  09:52:54";"55,356";
"12/09/2018  10:26:54";"55,851";
"12/09/2018  11:24:54";"56,201";
"12/09/2018  13:22:54";"56,357";
"12/09/2018  15:20:54";"56,550";
"12/09/2018  17:18:54";"56,550";
"12/09/2018  18:42:54";"56,201";
"12/09/2018  20:42:54";"56,357";
"12/09/2018  22:42:54";"56,242";
"13/09/2018  00:40:54";"56,393";
"13/09/2018  02:18:54";"55,929";
"13/09/2018  04:18:54";"55,773";
"13/09/2018  05:24:54";"55,314";
"13/09/2018  06:30:54";"55,121";
"13/09/2018  07:12:54";"54,657";
"13/09/2018  09:08:54";"54,355";
"13/09/2018  10:22:54";"54,694";
"13/09/2018  10:50:54";"55,121";
"13/09/2018  11:18:54";"55,580";
"13/09/2018  12:42:54";"56,008";
"13/09/2018  14:40:54";"55,622";
"13/09/2018  16:40:54";"55,929";
"13/09/2018  18:38:54";"55,773";
"13/09/2018  20:38:54";"55,465";
"13/09/2018  22:38:54";"55,278";
"14/09/2018  00:36:54";"55,314";
"14/09/2018  02:36:54";"55,314";
"14/09/2018  04:32:54";"54,965";
"14/09/2018  06:32:54";"55,007";
"14/09/2018  08:30:54";"54,850";
"14/09/2018  10:30:54";"55,278";
"14/09/2018  12:18:54";"55,737";
"14/09/2018  13:18:54";"56,086";
"14/09/2018  15:18:54";"56,357";
"14/09/2018  17:18:54";"56,503";
"14/09/2018  19:18:54";"56,393";
"14/09/2018  21:18:54";"56,357";
"14/09/2018  23:18:54";"56,201";
"15/09/2018  00:04:54";"55,773";
"15/09/2018  01:12:54";"55,314";
"15/09/2018  03:10:54";"55,121";
"15/09/2018  05:10:54";"54,814";
"15/09/2018  07:08:54";"54,850";
"15/09/2018  09:06:54";"55,007";
"15/09/2018  11:02:54";"55,465";
"15/09/2018  12:02:54";"55,929";
"15/09/2018  12:54:54";"56,393";
"15/09/2018  14:54:54";"56,852";
"15/09/2018  16:54:54";"56,852";
"15/09/2018  18:52:54";"56,550";
"15/09/2018  20:52:54";"56,086";
"15/09/2018  22:50:54";"55,622";
"16/09/2018  00:50:54";"55,465";
"16/09/2018  02:48:54";"55,622";
"16/09/2018  04:48:54";"55,465";
"16/09/2018  06:48:54";"55,773";
"16/09/2018  08:06:54";"55,278";
"16/09/2018  10:06:54";"55,465";
"16/09/2018  11:16:54";"55,929";
"16/09/2018  12:46:54";"56,357";
"16/09/2018  14:04:54";"56,852";
"16/09/2018  16:04:54";"57,009";
"16/09/2018  18:00:54";"56,706";
"16/09/2018  20:00:54";"56,393";
"16/09/2018  21:58:54";"56,550";
"16/09/2018  23:56:54";"56,201";
"17/09/2018  01:54:54";"55,737";
"17/09/2018  03:54:54";"55,737";
"17/09/2018  05:54:54";"55,465";
"17/09/2018  07:54:54";"55,773";
"17/09/2018  09:54:54";"56,044";
"17/09/2018  10:52:54";"56,503";
"17/09/2018  12:52:54";"56,706";
"17/09/2018  14:52:54";"56,852";
"17/09/2018  16:52:54";"57,009";
"17/09/2018  18:50:54";"56,550";
"17/09/2018  20:48:54";"56,393";
"17/09/2018  22:46:54";"56,393";
"18/09/2018  00:44:54";"56,086";
"18/09/2018  02:44:54";"55,773";
"18/09/2018  04:44:54";"55,737";
"18/09/2018  06:42:54";"55,773";
"18/09/2018  08:42:54";"55,622";
"18/09/2018  10:42:54";"55,773";
"18/09/2018  12:20:54";"56,242";
"18/09/2018  13:06:54";"56,550";
"18/09/2018  13:58:54";"57,009";
"18/09/2018  15:58:54";"57,165";
"18/09/2018  17:58:54";"56,706";
"18/09/2018  19:58:54";"56,393";
"18/09/2018  21:58:54";"56,852";
"18/09/2018  22:38:54";"56,357";
"18/09/2018  22:48:54";"55,929";
"18/09/2018  23:12:54";"55,434";
"19/09/2018  00:24:54";"54,199";
"19/09/2018  01:30:54";"54,657";
"19/09/2018  03:30:54";"54,657";
"19/09/2018  04:30:54";"54,199";
"19/09/2018  06:30:54";"54,235";
"19/09/2018  07:52:54";"53,927";
"19/09/2018  09:52:54";"54,199";
"19/09/2018  11:52:54";"54,657";
"19/09/2018  12:48:54";"55,007";
"19/09/2018  14:48:54";"55,121";
"19/09/2018  16:46:54";"54,965";
"19/09/2018  18:46:54";"54,543";
"19/09/2018  20:46:54";"54,235";
"19/09/2018  22:44:54";"54,042";
"20/09/2018  00:44:54";"54,084";
"20/09/2018  02:44:54";"53,927";
"20/09/2018  04:44:54";"53,927";
"20/09/2018  06:38:54";"53,578";
"20/09/2018  08:36:54";"53,463";
"20/09/2018  10:36:54";"53,771";
"20/09/2018  12:34:54";"54,042";
"20/09/2018  13:22:54";"54,386";
"20/09/2018  15:22:54";"54,850";
"20/09/2018  17:22:54";"54,543";
"20/09/2018  19:20:54";"54,235";
"20/09/2018  21:18:54";"54,235";
"20/09/2018  23:18:54";"53,891";
"21/09/2018  01:18:54";"53,771";
"21/09/2018  03:18:54";"53,620";
"21/09/2018  05:18:54";"53,463";
"21/09/2018  07:16:54";"53,620";
"21/09/2018  09:16:54";"53,735";
"21/09/2018  11:16:54";"53,927";
"21/09/2018  13:16:54";"54,084";
"21/09/2018  15:14:54";"54,355";
"21/09/2018  17:14:54";"54,543";
"21/09/2018  19:14:54";"54,386";
"21/09/2018  21:14:54";"54,464";
"21/09/2018  23:12:54";"54,386";
"22/09/2018  01:10:54";"54,199";
"22/09/2018  02:40:54";"53,891";
"22/09/2018  04:40:54";"53,771";
"22/09/2018  06:40:54";"53,422";
"22/09/2018  08:38:54";"53,276";
"22/09/2018  10:26:54";"53,771";
"22/09/2018  12:12:54";"54,199";
"22/09/2018  12:54:54";"54,694";
"22/09/2018  14:12:54";"55,163";
"22/09/2018  16:12:54";"55,121";
"22/09/2018  18:12:54";"55,007";
"22/09/2018  19:04:54";"54,621";
"22/09/2018  19:52:54";"54,355";
"22/09/2018  20:38:54";"53,891";
"22/09/2018  21:16:54";"53,385";
"22/09/2018  23:16:54";"53,463";
"23/09/2018  01:16:54";"53,422";
"23/09/2018  03:16:54";"53,276";
"23/09/2018  05:14:54";"53,276";
"23/09/2018  07:14:54";"53,276";
"23/09/2018  09:14:54";"53,156";
"23/09/2018  10:54:54";"53,620";
"23/09/2018  12:54:54";"53,927";
"23/09/2018  14:54:54";"54,355";
"23/09/2018  16:54:54";"54,694";
"23/09/2018  18:52:54";"54,235";
"23/09/2018  20:52:54";"54,235";
"23/09/2018  22:52:54";"53,927";
"24/09/2018  00:52:54";"53,620";
"24/09/2018  02:50:54";"53,771";
"24/09/2018  04:50:54";"53,620";
"24/09/2018  06:50:54";"53,771";
"24/09/2018  08:48:54";"53,927";
"24/09/2018  09:24:54";"54,386";
"24/09/2018  11:22:54";"54,657";
"24/09/2018  12:22:54";"54,965";
"24/09/2018  14:22:54";"55,121";
"24/09/2018  16:22:54";"54,814";
"24/09/2018  17:32:54";"54,501";
"24/09/2018  19:02:54";"54,042";
"24/09/2018  19:52:54";"53,735";
"24/09/2018  20:46:54";"53,276";
"24/09/2018  22:46:54";"53,119";
"25/09/2018  00:44:54";"52,963";
"25/09/2018  02:44:54";"53,005";
"25/09/2018  04:44:54";"52,963";
"25/09/2018  06:42:54";"53,119";
"25/09/2018  08:42:54";"53,005";
"25/09/2018  10:42:54";"53,005";
"25/09/2018  12:08:54";"53,422";
"25/09/2018  12:54:54";"53,771";
"25/09/2018  14:52:54";"54,084";
"25/09/2018  16:52:54";"53,735";
"25/09/2018  18:52:54";"53,385";
"25/09/2018  20:50:54";"53,385";
"25/09/2018  22:50:54";"53,385";
"26/09/2018  00:50:54";"53,083";
"26/09/2018  02:50:54";"52,963";
"26/09/2018  04:48:54";"52,963";
"26/09/2018  06:48:54";"52,963";
"26/09/2018  08:48:54";"53,119";
"26/09/2018  10:48:54";"52,963";
"26/09/2018  12:46:54";"53,156";
"26/09/2018  14:46:54";"52,963";
"26/09/2018  16:46:54";"52,963";
"26/09/2018  18:44:54";"52,963";
"26/09/2018  20:44:54";"52,963";
"26/09/2018  22:42:54";"53,119";
"27/09/2018  00:42:54";"53,005";
"27/09/2018  02:42:54";"52,848";
"27/09/2018  04:40:54";"52,546";
"27/09/2018  06:40:54";"52,812";
"27/09/2018  08:38:54";"52,770";
"27/09/2018  10:38:54";"53,005";
"27/09/2018  12:36:54";"52,812";
"27/09/2018  14:36:54";"52,963";
"27/09/2018  16:36:54";"52,848";
"27/09/2018  18:36:54";"52,655";
"27/09/2018  20:22:54";"52,848";
"27/09/2018  22:22:54";"52,963";
"28/09/2018  00:22:54";"52,848";
"28/09/2018  02:22:54";"52,812";
"28/09/2018  04:20:54";"52,655";
"28/09/2018  06:20:54";"52,812";
"28/09/2018  08:20:54";"52,812";
"28/09/2018  10:20:54";"52,927";
"28/09/2018  12:20:54";"53,119";
"28/09/2018  14:20:54";"53,156";
"28/09/2018  16:20:54";"53,276";
"28/09/2018  18:20:54";"53,276";
"28/09/2018  20:18:54";"53,312";
"28/09/2018  22:16:54";"53,156";
"29/09/2018  00:14:54";"53,119";
"29/09/2018  02:14:54";"52,963";
"29/09/2018  04:14:54";"53,005";
"29/09/2018  06:14:54";"52,963";
"29/09/2018  08:12:54";"52,770";
"29/09/2018  10:10:54";"53,119";
"29/09/2018  11:44:54";"53,422";
"29/09/2018  13:44:54";"53,735";
"29/09/2018  14:34:54";"54,084";
"29/09/2018  16:34:54";"54,386";
"29/09/2018  18:32:54";"54,543";
"29/09/2018  20:32:54";"54,543";
"29/09/2018  22:32:54";"54,657";
"30/09/2018  00:16:54";"54,235";
"30/09/2018  02:16:54";"54,084";
"30/09/2018  04:16:54";"53,891";
"30/09/2018  06:14:54";"53,771";
"30/09/2018  08:14:54";"53,385";
"30/09/2018  09:34:54";"53,735";
"30/09/2018  10:50:54";"54,084";
"30/09/2018  12:48:54";"54,543";
"30/09/2018  14:10:54";"55,007";
"30/09/2018  16:10:54";"55,314";
"30/09/2018  18:10:54";"55,465";
"30/09/2018  19:56:54";"55,007";
"30/09/2018  21:32:54";"54,657";
"30/09/2018  22:54:54";"54,235";
"01/10/2018  00:54:54";"54,042";
"01/10/2018  02:54:54";"53,735";
"01/10/2018  03:48:54";"53,385";
"01/10/2018  05:48:54";"53,463";
"01/10/2018  07:48:54";"53,276";
"01/10/2018  09:48:54";"53,463";
"01/10/2018  10:22:54";"53,891";
"01/10/2018  12:20:54";"54,084";
"01/10/2018  14:18:54";"54,084";
"01/10/2018  16:18:54";"53,927";
"01/10/2018  18:02:54";"53,463";
"01/10/2018  19:58:54";"53,005";
"01/10/2018  21:56:54";"53,156";
"01/10/2018  23:56:54";"53,005";
"02/10/2018  01:56:54";"52,848";
"02/10/2018  03:56:54";"52,655";
"02/10/2018  05:54:54";"52,848";
"02/10/2018  07:54:54";"52,770";
"02/10/2018  09:52:54";"52,770";
"02/10/2018  11:52:54";"52,963";
"02/10/2018  13:52:54";"53,234";
"02/10/2018  15:52:54";"52,963";
"02/10/2018  17:52:54";"53,119";
"02/10/2018  19:50:54";"53,083";
"02/10/2018  21:50:54";"53,385";
"02/10/2018  23:50:54";"53,083";
"03/10/2018  01:48:54";"52,927";
"03/10/2018  03:48:54";"52,963";
"03/10/2018  05:48:54";"53,083";
"03/10/2018  07:48:54";"53,119";
"03/10/2018  09:48:54";"52,963";
"03/10/2018  11:46:54";"53,119";
"03/10/2018  13:28:54";"53,422";
"03/10/2018  15:28:54";"53,578";
"03/10/2018  17:28:54";"53,578";
"03/10/2018  19:26:54";"53,422";
"03/10/2018  21:24:54";"53,422";
"03/10/2018  23:24:54";"53,312";
"04/10/2018  01:22:54";"53,312";
"04/10/2018  03:22:54";"53,156";
"04/10/2018  05:22:54";"53,083";
"04/10/2018  07:20:54";"53,312";
"04/10/2018  09:18:54";"53,005";
"04/10/2018  11:16:54";"53,276";
"04/10/2018  13:14:54";"53,578";
"04/10/2018  14:34:54";"53,927";
"04/10/2018  16:34:54";"54,199";
"04/10/2018  18:34:54";"54,157";
"04/10/2018  20:32:54";"53,735";
"04/10/2018  22:32:54";"53,620";
"04/10/2018  23:26:54";"53,276";
"05/10/2018  01:26:54";"53,156";
"05/10/2018  03:24:54";"53,312";
"05/10/2018  05:24:54";"53,234";
"05/10/2018  07:24:54";"53,005";
"05/10/2018  09:24:54";"52,927";
"05/10/2018  11:24:54";"52,812";
"05/10/2018  13:24:54";"52,848";
"05/10/2018  14:32:54";"53,234";
"05/10/2018  16:30:54";"53,422";
"05/10/2018  18:12:54";"52,963";
"05/10/2018  20:10:54";"52,812";
"05/10/2018  22:10:54";"52,848";
"06/10/2018  00:10:54";"52,812";
"06/10/2018  02:08:54";"52,812";
"06/10/2018  04:08:54";"53,083";
"06/10/2018  06:08:54";"53,083";
"06/10/2018  08:06:54";"53,083";
"06/10/2018  10:06:54";"53,276";
"06/10/2018  11:06:54";"53,771";
"06/10/2018  12:28:54";"54,235";
"06/10/2018  14:28:54";"53,891";
"06/10/2018  16:28:54";"53,927";
"06/10/2018  18:28:54";"53,735";
"06/10/2018  20:26:54";"53,578";
"06/10/2018  22:26:54";"53,276";
"07/10/2018  00:24:54";"52,927";
"07/10/2018  01:42:54";"53,312";
"07/10/2018  03:42:54";"53,422";
"07/10/2018  05:02:54";"53,083";
"07/10/2018  07:02:54";"53,119";
"07/10/2018  09:00:54";"52,963";
"07/10/2018  10:14:54";"53,385";
"07/10/2018  10:54:54";"53,735";
"07/10/2018  12:34:54";"54,199";
"07/10/2018  14:32:54";"54,355";
"07/10/2018  16:32:54";"54,657";
"07/10/2018  18:32:54";"54,621";
"07/10/2018  20:10:54";"54,199";
"07/10/2018  21:34:54";"53,735";
"07/10/2018  22:30:54";"53,276";
"08/10/2018  00:30:54";"53,276";
"08/10/2018  02:30:54";"53,119";
"08/10/2018  04:28:54";"53,234";
"08/10/2018  06:28:54";"53,276";
"08/10/2018  08:26:54";"53,542";
"08/10/2018  09:40:54";"53,891";
"08/10/2018  11:38:54";"54,308";
"08/10/2018  13:36:54";"54,657";
"08/10/2018  15:36:54";"54,850";
"08/10/2018  17:36:54";"54,814";
"08/10/2018  19:34:54";"54,464";
"08/10/2018  21:34:54";"54,621";
"08/10/2018  23:32:54";"54,199";
"09/10/2018  01:32:54";"54,355";
"09/10/2018  03:32:54";"54,355";
"09/10/2018  05:32:54";"54,355";
"09/10/2018  07:32:54";"54,355";
"09/10/2018  09:32:54";"54,042";
"09/10/2018  10:06:54";"53,656";
"09/10/2018  10:28:54";"53,234";
"09/10/2018  12:28:54";"53,119";
"09/10/2018  13:54:54";"53,578";
"09/10/2018  14:44:54";"54,006";
"09/10/2018  16:06:54";"54,464";
"09/10/2018  18:06:54";"54,657";
"09/10/2018  20:06:54";"54,386";
"09/10/2018  22:04:54";"54,814";
"10/10/2018  00:04:54";"54,928";
"10/10/2018  02:04:54";"55,278";
"10/10/2018  04:02:54";"55,278";
"10/10/2018  06:02:54";"55,085";
"10/10/2018  08:00:54";"55,121";
"10/10/2018  09:58:54";"55,085";
"10/10/2018  11:58:54";"55,278";
"10/10/2018  13:58:54";"55,236";
"10/10/2018  14:50:54";"54,772";
"10/10/2018  16:50:54";"54,814";
"10/10/2018  18:48:54";"55,121";
"10/10/2018  20:48:54";"55,278";
"10/10/2018  22:46:54";"55,121";
"11/10/2018  00:32:54";"53,542";
"11/10/2018  02:32:54";"53,693";
"11/10/2018  04:30:54";"53,849";
"11/10/2018  06:30:54";"53,891";
"11/10/2018  07:48:54";"54,355";
"11/10/2018  08:56:54";"54,814";
"11/10/2018  10:56:54";"54,965";
"11/10/2018  12:54:54";"55,121";
"11/10/2018  14:54:54";"55,163";
"11/10/2018  16:54:54";"55,278";
"11/10/2018  18:52:54";"55,278";
"11/10/2018  20:34:54";"54,928";
"11/10/2018  22:32:54";"54,501";
"12/10/2018  00:32:54";"54,042";
"12/10/2018  02:32:54";"54,157";
"12/10/2018  04:30:54";"53,693";
"12/10/2018  06:30:54";"53,578";
"12/10/2018  08:30:54";"53,578";
"12/10/2018  10:28:54";"54,006";
"12/10/2018  12:06:54";"54,501";
"12/10/2018  14:06:54";"54,694";
"12/10/2018  16:06:54";"54,850";
"12/10/2018  18:04:54";"54,850";
"12/10/2018  20:04:54";"54,543";
"12/10/2018  21:54:54";"54,157";
"12/10/2018  23:54:54";"54,006";
"13/10/2018  01:54:54";"53,542";
"13/10/2018  03:54:54";"53,620";
"13/10/2018  05:52:54";"53,578";
"13/10/2018  07:52:54";"53,578";
"13/10/2018  09:52:54";"53,422";
"13/10/2018  11:44:54";"53,771";
"13/10/2018  13:26:54";"54,235";
"13/10/2018  15:26:54";"54,386";
"13/10/2018  17:24:54";"54,355";
"13/10/2018  19:22:54";"54,235";
"13/10/2018  21:20:54";"53,891";
"13/10/2018  23:20:54";"53,735";
"14/10/2018  01:18:54";"53,771";
"14/10/2018  03:16:54";"53,542";
"14/10/2018  04:58:54";"53,312";
"14/10/2018  06:58:54";"53,385";
